"SearchID" "AdID" "Position" "ObjectType" "HistCTR" "IsClick"
"6301" 1853 21390491 2 1 NA NA
"6302" 1854 13589104 7 3 0.045034 0
"6303" 1854 27208245 1 3 0.019971 0
"6304" 1854 35557238 2 2 NA NA
"6305" 1855 15716375 2 2 NA NA
"6306" 1855 28682503 8 1 NA NA
"6307" 1855 34634718 7 3 0.001667 0
"6308" 1855 34787485 1 3 0.001593 0
"6309" 1855 36453176 6 1 NA NA
"6310" 1856 2400090 6 1 NA NA
"6311" 1856 3978692 8 1 NA NA
"6312" 1856 9230617 7 3 0.004714 0
"6313" 1856 21927062 1 3 0.000487 0
"6314" 1856 33802571 2 1 NA NA
"6315" 1857 24060665 7 3 0.002445 0
"6316" 1857 32636355 1 3 0.022288 0
"6317" 1858 6170305 7 3 0.006009 0
"6318" 1858 6454098 2 2 NA NA
"6319" 1858 28778120 1 3 0.008897 0
"6320" 1859 24293324 7 3 0.001014 0
"6321" 1859 25570008 2 1 NA NA
"6322" 1859 28858292 1 3 0.007052 0
"6323" 1860 10882811 2 2 NA NA
"6324" 1860 14546455 1 3 0.014958 0
"6325" 1860 15254260 7 3 0.000664 0
"6326" 1860 18447559 6 1 NA NA
"6327" 1860 24233394 8 1 NA NA
"6328" 1861 7596898 6 1 NA NA
"6329" 1861 16870182 2 2 NA NA
"6330" 1861 29760908 1 3 0.001734 0
"6331" 1861 30815405 8 1 NA NA
"6332" 1861 31875307 7 3 0.007309 0
"6333" 1862 9996120 7 1 NA NA
"6334" 1862 20056202 2 1 NA NA
"6335" 1862 21630407 8 1 NA NA
"6336" 1862 26245799 1 3 0.008275 0
"6337" 1862 34154987 6 1 NA NA
"6338" 1863 17499 2 2 NA NA
"6339" 1863 8590674 6 1 NA NA
"6340" 1863 18469687 8 1 NA NA
"6341" 1863 29793656 1 3 0.004896 0
"6342" 1863 34084553 7 3 0.003599 0
"6343" 1864 212187 7 3 0.029701 0
"6344" 1864 12985978 1 3 0.004806 0
"6345" 1864 31698813 2 1 NA NA
"6346" 1865 946438 1 3 1e-05 0
"6347" 1865 6135204 7 1 NA NA
"6348" 1865 8515459 2 1 NA NA
"6349" 1865 11016435 8 1 NA NA
"6350" 1865 36090829 6 1 NA NA
"6351" 1866 9399848 6 1 NA NA
"6352" 1866 9814479 8 1 NA NA
"6353" 1866 19325996 2 1 NA NA
"6354" 1866 21905709 7 3 0.004602 0
"6355" 1866 29624332 1 3 0.010158 0
"6356" 1867 2766593 8 1 NA NA
"6357" 1867 4889352 1 3 0.001723 0
"6358" 1867 19502097 2 1 NA NA
"6359" 1867 22884453 7 3 0.01036 0
"6360" 1867 25447799 6 1 NA NA
"6361" 1868 482767 7 3 0.00124 0
"6362" 1868 2290927 6 1 NA NA
"6363" 1868 2994148 2 1 NA NA
"6364" 1868 9764129 1 3 0.003014 0
"6365" 1868 25490620 8 1 NA NA
"6366" 1869 2764356 8 1 NA NA
"6367" 1869 6925547 6 1 NA NA
"6368" 1869 14184161 1 3 0.000968 0
"6369" 1869 31240216 7 3 0.002562 0
"6370" 1869 34857428 2 2 NA NA
"6371" 1870 32660272 1 3 1e-05 0
"6372" 1871 20615111 2 1 NA NA
"6373" 1871 29094236 8 1 NA NA
"6374" 1871 30219361 6 1 NA NA
"6375" 1871 33662202 7 3 0.003604 0
"6376" 1871 33982122 1 3 0.006585 0
"6377" 1872 2558572 8 1 NA NA
"6378" 1872 4814515 2 2 NA NA
"6379" 1872 20826521 1 3 0.034652 0
"6380" 1872 29257634 6 1 NA NA
"6381" 1872 29793656 7 3 0.001833 0
"6382" 1873 29070213 1 3 0.005843 0
"6383" 1873 33539335 7 3 0.00415 0
"6384" 1874 4600747 7 3 0.003798 0
"6385" 1874 5112901 2 1 NA NA
"6386" 1874 8328062 8 1 NA NA
"6387" 1874 15009624 1 3 0.003391 0
"6388" 1874 29305867 6 1 NA NA
"6389" 1875 6316651 8 1 NA NA
"6390" 1875 15044153 7 3 1e-05 0
"6391" 1875 28109988 1 3 0.004167 0
"6392" 1875 32072660 6 1 NA NA
"6393" 1875 32539974 2 1 NA NA
"6394" 1876 13481223 6 1 NA NA
"6395" 1876 14875831 2 2 NA NA
"6396" 1876 16285145 8 1 NA NA
"6397" 1876 21704026 7 3 0.002309 0
"6398" 1876 29677960 1 3 0.005547 0
"6399" 1877 4313374 1 3 0.006272 0
"6400" 1877 12902961 7 3 0.002999 0
"6401" 1878 13732620 1 3 1e-05 0
"6402" 1878 15211012 8 1 NA NA
"6403" 1878 26292952 2 2 NA NA
"6404" 1878 30650789 6 1 NA NA
"6405" 1878 33229902 7 3 0.001015 0
"6406" 1879 4964965 1 3 0.007353 0
"6407" 1879 17984146 7 3 0.001894 0
"6408" 1880 4123422 2 2 NA NA
"6409" 1880 6522297 1 3 0.029134 0
"6410" 1881 3588892 1 3 0.004638 0
"6411" 1881 5281612 7 3 0.060552 0
"6412" 1881 25384903 2 2 NA NA
"6413" 1882 4660059 2 2 NA NA
"6414" 1882 6702711 8 1 NA NA
"6415" 1882 6952407 6 1 NA NA
"6416" 1882 21485799 1 3 0.016517 0
"6417" 1882 25793223 7 3 0.002195 0
"6418" 1884 7670893 8 1 NA NA
"6419" 1884 8234775 6 1 NA NA
"6420" 1884 10947486 1 3 0.002326 0
"6421" 1884 17758263 2 1 NA NA
"6422" 1884 30183154 7 3 0.001621 0
"6423" 1885 21282008 1 3 0.002864 0
"6424" 1885 26392574 7 3 0.003671 0
"6425" 1886 8556287 2 2 NA NA
"6426" 1886 28017453 1 3 0.015382 0
"6427" 1886 29364154 7 3 0.002573 0
"6428" 1887 11194888 2 1 NA NA
"6429" 1887 26907072 8 1 NA NA
"6430" 1887 32294184 1 3 0.056653 0
"6431" 1887 33158492 6 1 NA NA
"6432" 1887 33196645 7 3 0.002334 0
"6433" 1888 32892951 1 3 0.0026 0
"6434" 1888 33805123 7 3 0.002087 0
"6435" 1889 19937876 7 3 0.012095 0
"6436" 1889 27473310 1 3 0.002105 0
"6437" 1889 32859420 6 1 NA NA
"6438" 1889 35734586 8 1 NA NA
"6439" 1889 36068139 2 2 NA NA
"6440" 1890 1653148 1 3 0.001712 0
"6441" 1890 4411974 8 1 NA NA
"6442" 1890 4604728 7 1 NA NA
"6443" 1890 17693334 6 1 NA NA
"6444" 1891 8911716 7 3 0.00369 0
"6445" 1891 31173765 1 3 0.007417 0
"6446" 1892 10522394 7 3 0.00318 0
"6447" 1892 13014484 1 3 0.000989 0
"6448" 1892 24455356 2 2 NA NA
"6449" 1892 30956480 6 1 NA NA
"6450" 1892 36256304 8 1 NA NA
"6451" 1893 3697503 7 1 NA NA
"6452" 1893 6263839 6 1 NA NA
"6453" 1893 10890016 8 1 NA NA
"6454" 1893 11899430 1 3 1e-05 0
"6455" 1893 27739726 2 1 NA NA
"6456" 1894 3940049 2 2 NA NA
"6457" 1894 18441693 1 3 0.002244 0
"6458" 1895 13995314 6 1 NA NA
"6459" 1895 20347940 8 1 NA NA
"6460" 1895 22729875 7 1 NA NA
"6461" 1895 29793656 1 3 0.004694 0
"6462" 1895 34701492 2 1 NA NA
"6463" 1897 4787638 6 1 NA NA
"6464" 1897 9706918 7 3 0.010094 0
"6465" 1897 9731299 2 2 NA NA
"6466" 1897 12857123 8 1 NA NA
"6467" 1897 21865837 1 3 0.018331 0
"6468" 1898 13128020 8 1 NA NA
"6469" 1898 17672978 7 2 NA NA
"6470" 1898 24087527 6 1 NA NA
"6471" 1898 30962525 1 3 0.014483 0
"6472" 1898 36755583 2 1 NA NA
"6473" 1899 13696830 1 3 0.022288 0
"6474" 1899 14342186 2 2 NA NA
"6475" 1899 34084553 7 3 0.004053 0
"6476" 1900 18391242 2 1 NA NA
"6477" 1900 27806855 1 3 0.003539 0
"6478" 1901 5487319 1 3 0.008453 0
"6479" 1901 26437444 2 2 NA NA
"6480" 1902 8086741 6 1 NA NA
"6481" 1902 14132739 8 1 NA NA
"6482" 1902 19417025 1 3 0.016903 0
"6483" 1902 21249123 7 3 0.002952 0
"6484" 1902 26440329 2 1 NA NA
"6485" 1903 2148953 1 3 0.014704 0
"6486" 1903 2249411 2 2 NA NA
"6487" 1903 29558548 7 3 0.00339 0
"6488" 1904 17558105 2 2 NA NA
"6489" 1904 17558634 7 3 0.006944 0
"6490" 1904 20141012 1 3 0.042224 0
"6491" 1905 4531007 2 2 NA NA
"6492" 1905 28731841 6 1 NA NA
"6493" 1905 32093996 1 3 0.003532 0
"6494" 1905 35886282 8 1 NA NA
"6495" 1905 36544114 7 3 0.001889 0
"6496" 1906 2902233 7 3 0.008485 0
"6497" 1906 8730588 2 1 NA NA
"6498" 1906 10541333 8 1 NA NA
"6499" 1906 23522830 6 1 NA NA
"6500" 1906 31565576 1 3 0.047835 0
"6501" 1907 244441 1 3 0.00787 0
"6502" 1907 2849244 8 1 NA NA
"6503" 1907 4980934 6 1 NA NA
"6504" 1907 13365042 7 3 0.005529 0
"6505" 1907 27487548 2 2 NA NA
"6506" 1908 16904117 7 3 0.003091 0
"6507" 1908 18294552 1 3 0.008441 0
"6508" 1909 733970 6 1 NA NA
"6509" 1909 3606180 2 1 NA NA
"6510" 1909 13345408 1 3 0.014975 0
"6511" 1909 28625276 7 1 NA NA
"6512" 1909 30965933 8 1 NA NA
"6513" 1910 16232388 1 3 0.00366 0
"6514" 1910 33616769 7 3 0.001352 0
"6515" 1911 29319513 7 3 0.026151 0
"6516" 1911 32860723 1 3 0.003023 0
"6517" 1912 555511 1 3 0.010787 0
"6518" 1912 6002624 6 1 NA NA
"6519" 1912 11270290 7 3 0.004485 0
"6520" 1912 24769092 8 1 NA NA
"6521" 1912 30565458 2 2 NA NA
"6522" 1914 19349058 1 3 0.003306 0
"6523" 1914 27667808 7 3 0.001587 0
"6524" 1915 16764513 6 1 NA NA
"6525" 1915 16894809 7 1 NA NA
"6526" 1915 18496972 1 3 0.006891 0
"6527" 1915 22573189 8 1 NA NA
"6528" 1915 35874653 2 1 NA NA
"6529" 1916 5298715 6 1 NA NA
"6530" 1916 9728239 2 2 NA NA
"6531" 1916 18504343 1 3 0.012 0
"6532" 1916 20168503 7 1 NA NA
"6533" 1916 27066806 8 1 NA NA
"6534" 1917 13065447 8 1 NA NA
"6535" 1917 16216210 7 1 NA NA
"6536" 1917 27957005 2 1 NA NA
"6537" 1917 31097976 1 3 0.020888 0
"6538" 1917 34188115 6 1 NA NA
"6539" 1918 16393664 1 3 0.003852 0
"6540" 1919 15658714 6 1 NA NA
"6541" 1919 18596691 1 3 1e-05 0
"6542" 1919 22196938 2 1 NA NA
"6543" 1919 30746117 8 1 NA NA
"6544" 1919 32409520 7 1 NA NA
"6545" 1921 6362771 1 3 0.002489 0
"6546" 1921 12338106 7 3 0.001715 0
"6547" 1921 17821476 8 1 NA NA
"6548" 1921 19093976 6 1 NA NA
"6549" 1921 21735176 2 1 NA NA
"6550" 1922 1407740 8 1 NA NA
"6551" 1922 1923853 7 1 NA NA
"6552" 1922 7747598 2 1 NA NA
"6553" 1922 15613906 6 1 NA NA
"6554" 1922 30212348 1 3 0.00363 0
"6555" 1923 2902233 7 3 0.006193 0
"6556" 1923 12300990 6 1 NA NA
"6557" 1923 31565576 1 3 0.036831 0
"6558" 1923 36515855 8 1 NA NA
"6559" 1924 87751 6 1 NA NA
"6560" 1924 2830719 8 1 NA NA
"6561" 1924 10413623 1 3 0.020561 0
"6562" 1924 33840642 7 3 0.023166 0
"6563" 1924 36085525 2 1 NA NA
"6564" 1925 5098366 7 3 0.00222 0
"6565" 1925 6683512 8 1 NA NA
"6566" 1925 8948221 1 3 0.007956 0
"6567" 1925 18361344 6 1 NA NA
"6568" 1926 5487017 1 3 0.032214 0
"6569" 1926 12116864 2 2 NA NA
"6570" 1926 19463341 7 3 0.022474 0
"6571" 1927 20648130 1 3 0.018613 0
"6572" 1927 32749356 7 3 0.003885 0
"6573" 1928 2047506 2 2 NA NA
"6574" 1928 5458118 7 1 NA NA
"6575" 1928 15005795 6 1 NA NA
"6576" 1928 27628639 8 1 NA NA
"6577" 1928 34356304 1 3 1e-05 0
"6578" 1929 4648305 1 3 0.036585 0
"6579" 1929 26153808 2 2 NA NA
"6580" 1930 10235627 1 3 0.005837 0
"6581" 1930 26112987 6 1 NA NA
"6582" 1930 28757518 8 1 NA NA
"6583" 1930 31772842 7 1 NA NA
"6584" 1930 32014879 2 1 NA NA
"6585" 1932 3007324 7 3 0.005907 0
"6586" 1932 5333777 6 1 NA NA
"6587" 1932 7978689 1 3 0.027165 0
"6588" 1932 18499338 2 2 NA NA
"6589" 1932 21860572 8 1 NA NA
"6590" 1933 900517 7 3 0.014732 0
"6591" 1933 9630523 2 2 NA NA
"6592" 1933 27231285 6 1 NA NA
"6593" 1933 32465250 1 3 0.007695 0
"6594" 1933 35147830 8 1 NA NA
"6595" 1934 14956277 1 3 0.015075 0
"6596" 1935 28503298 1 3 0.008163 0
"6597" 1936 23481278 1 3 0.007778 0
"6598" 1936 27023648 7 3 0.005098 0
"6599" 1937 259476 8 1 NA NA
"6600" 1937 12116745 7 3 1e-05 0
"6601" 1937 21953442 2 2 NA NA
"6602" 1937 31990423 6 1 NA NA
"6603" 1937 32767189 1 3 0.016468 0
"6604" 1938 1653253 7 3 0.003932 0
"6605" 1938 11813168 1 3 0.002992 0
"6606" 1938 36107501 2 1 NA NA
"6607" 1939 2891720 7 3 0.004612 0
"6608" 1939 17647913 2 2 NA NA
"6609" 1939 20752876 1 3 0.00508 0
"6610" 1940 8710478 6 1 NA NA
"6611" 1940 11351413 7 3 0.00382 0
"6612" 1940 20361021 8 1 NA NA
"6613" 1940 21643286 2 1 NA NA
"6614" 1940 24555539 1 3 0.007645 0
"6615" 1941 555511 1 3 0.004908 0
"6616" 1941 8617291 2 2 NA NA
"6617" 1941 13375896 7 3 0.001707 0
"6618" 1942 7852498 1 3 0.001258 0
"6619" 1942 13026050 7 3 0.000881 0
"6620" 1943 33196645 7 3 0.000588 0
"6621" 1943 33660908 1 3 0.074034 0
"6622" 1944 4142394 7 3 0.001808 0
"6623" 1944 5318460 8 1 NA NA
"6624" 1944 6377606 6 1 NA NA
"6625" 1944 24089633 1 3 0.043649 0
"6626" 1944 24642128 2 2 NA NA
"6627" 1946 555511 7 3 0.009208 0
"6628" 1946 21704026 1 3 0.002129 0
"6629" 1947 16388654 6 1 NA NA
"6630" 1947 20140014 2 2 NA NA
"6631" 1947 20283554 1 3 0.009337 0
"6632" 1947 25022068 8 1 NA NA
"6633" 1947 27775664 7 1 NA NA
"6634" 1948 24955002 7 3 0.002471 0
"6635" 1948 25454657 2 1 NA NA
"6636" 1948 25924513 1 3 0.001565 0
"6637" 1949 1162773 1 3 0.003544 0
"6638" 1949 3606312 2 1 NA NA
"6639" 1949 7539558 6 1 NA NA
"6640" 1949 15065800 7 3 0.002714 0
"6641" 1949 17077101 8 1 NA NA
"6642" 1950 2295688 8 1 NA NA
"6643" 1950 4790199 6 1 NA NA
"6644" 1950 10030796 2 2 NA NA
"6645" 1950 16606214 1 3 0.045034 0
"6646" 1950 29793656 7 3 0.002385 0
"6647" 1951 9840503 1 3 0.00975 0
"6648" 1951 14739366 6 1 NA NA
"6649" 1951 20058023 7 3 0.004318 0
"6650" 1951 21382127 2 1 NA NA
"6651" 1951 26396825 8 1 NA NA
"6652" 1952 21877639 7 3 0.003451 0
"6653" 1952 32206376 2 1 NA NA
"6654" 1952 32556381 1 3 0.005463 0
"6655" 1953 11384274 8 1 NA NA
"6656" 1953 14450231 6 1 NA NA
"6657" 1953 19890528 7 3 0.004296 0
"6658" 1953 27866615 1 3 0.007746 0
"6659" 1953 35840692 2 1 NA NA
"6660" 1954 527669 7 3 0.00578 0
"6661" 1954 9892350 2 2 NA NA
"6662" 1954 13438757 6 1 NA NA
"6663" 1954 25555833 1 3 0.008219 1
"6664" 1954 31596252 8 1 NA NA
"6665" 1955 6616587 2 1 NA NA
"6666" 1955 23160686 1 3 0.003049 0
"6667" 1955 24070045 7 3 0.00059 0
"6668" 1956 924336 7 1 NA NA
"6669" 1956 1007825 8 1 NA NA
"6670" 1956 20313712 1 3 0.001421 0
"6671" 1956 27156088 6 1 NA NA
"6672" 1956 30180985 2 1 NA NA
"6673" 1957 5734596 1 3 0.00128 0
"6674" 1957 28340745 7 3 0.00558 0
"6675" 1958 17806316 6 1 NA NA
"6676" 1958 19296443 1 3 0.014295 0
"6677" 1958 25965799 8 1 NA NA
"6678" 1958 30322857 7 1 NA NA
"6679" 1958 35023647 2 2 NA NA
"6680" 1959 3549080 1 3 0.001479 0
"6681" 1959 16240949 2 2 NA NA
"6682" 1959 18578590 6 1 NA NA
"6683" 1959 19681357 7 3 0.007669 0
"6684" 1959 23273197 8 1 NA NA
"6685" 1960 11387160 1 3 0.006417 0
"6686" 1960 28839473 7 3 0.004167 0
"6687" 1960 32366385 2 2 NA NA
"6688" 1961 18592492 2 1 NA NA
"6689" 1961 26700900 7 3 0.001451 0
"6690" 1961 27657453 1 3 0.003788 0
"6691" 1962 6231209 8 1 NA NA
"6692" 1962 25892575 2 2 NA NA
"6693" 1962 28313110 1 3 0.014555 0
"6694" 1962 30133255 7 3 0.006667 0
"6695" 1962 34617297 6 1 NA NA
"6696" 1963 12188459 8 1 NA NA
"6697" 1963 18010110 7 1 NA NA
"6698" 1963 26151094 1 3 0.012048 0
"6699" 1963 35725093 6 1 NA NA
"6700" 1964 19033536 6 1 NA NA
"6701" 1964 19098306 8 1 NA NA
"6702" 1964 21462110 7 3 0.019957 0
"6703" 1964 25578106 1 3 0.020796 0
"6704" 1964 31412852 2 1 NA NA
"6705" 1965 3488653 7 3 0.045311 0
"6706" 1965 31519942 2 2 NA NA
"6707" 1965 33102223 1 3 0.008359 0
"6708" 1966 1999844 1 3 0.002959 0
"6709" 1966 7124301 2 2 NA NA
"6710" 1966 33580701 7 3 0.008069 0
"6711" 1967 6620841 6 1 NA NA
"6712" 1967 11201332 7 3 0.001016 0
"6713" 1967 14109964 8 1 NA NA
"6714" 1967 34236072 2 2 NA NA
"6715" 1967 35934928 1 3 0.004761 0
"6716" 1968 22340492 1 3 1e-05 0
"6717" 1969 20328103 7 3 1e-05 0
"6718" 1969 27478313 1 3 1e-05 0
"6719" 1970 10322081 2 1 NA NA
"6720" 1970 10906687 7 3 0.002557 0
"6721" 1970 32359929 1 3 0.032214 0
"6722" 1970 32931084 6 1 NA NA
"6723" 1970 36788216 8 1 NA NA
"6724" 1971 3886122 2 2 NA NA
"6725" 1971 12985978 7 3 0.001656 0
"6726" 1971 25426280 1 3 0.029701 0
"6727" 1972 5857798 6 1 NA NA
"6728" 1972 13412851 2 2 NA NA
"6729" 1972 22823094 8 1 NA NA
"6730" 1972 29760908 1 3 0.001789 0
"6731" 1972 34553260 7 3 0.007861 0
"6732" 1973 1061206 8 1 NA NA
"6733" 1973 1803467 7 3 0.005752 0
"6734" 1973 24485665 1 3 0.005401 0
"6735" 1973 29438870 6 1 NA NA
"6736" 1974 3834829 8 1 NA NA
"6737" 1974 3948848 7 3 1e-05 0
"6738" 1974 19296443 1 3 0.010473 0
"6739" 1974 30440013 6 1 NA NA
"6740" 1975 9413853 1 3 0.010942 0
"6741" 1976 17179479 1 3 0.003584 0
"6742" 1976 17847924 7 3 1e-05 0
"6743" 1976 33381713 2 1 NA NA
"6744" 1977 1810312 2 1 NA NA
"6745" 1977 2643291 1 3 0.004642 0
"6746" 1977 36519660 7 3 0.003236 0
"6747" 1978 8160604 6 1 NA NA
"6748" 1978 22912289 8 1 NA NA
"6749" 1978 25979123 7 3 0.020979 0
"6750" 1978 31020930 2 1 NA NA
"6751" 1978 36722591 1 3 0.111687 0
"6752" 1979 3500432 1 3 0.021622 0
"6753" 1979 18123752 2 2 NA NA
"6754" 1979 26679255 7 3 0.027174 0
"6755" 1980 990608 8 1 NA NA
"6756" 1980 2203111 1 3 0.006111 0
"6757" 1980 4549801 2 1 NA NA
"6758" 1980 6345609 6 1 NA NA
"6759" 1980 18054509 7 3 0.00125 0
"6760" 1981 254201 2 1 NA NA
"6761" 1981 1721680 1 3 0.002937 0
"6762" 1981 8774459 6 1 NA NA
"6763" 1981 16145638 7 3 0.015595 0
"6764" 1981 16915339 8 1 NA NA
"6765" 1982 5874136 7 1 NA NA
"6766" 1982 8851353 6 1 NA NA
"6767" 1982 10160872 1 3 0.001648 0
"6768" 1982 19433097 2 1 NA NA
"6769" 1982 31041594 8 1 NA NA
"6770" 1983 2624033 2 2 NA NA
"6771" 1983 17476303 6 1 NA NA
"6772" 1983 22733180 7 3 0.002534 0
"6773" 1983 23650083 8 1 NA NA
"6774" 1983 25934993 1 3 0.006843 0
"6775" 1984 22003029 8 1 NA NA
"6776" 1984 23784764 7 3 0.002233 0
"6777" 1984 30241227 6 1 NA NA
"6778" 1984 34148274 1 3 0.008942 0
"6779" 1984 35028028 2 1 NA NA
"6780" 1985 19576108 2 1 NA NA
"6781" 1985 24155845 6 1 NA NA
"6782" 1985 25066398 8 1 NA NA
"6783" 1985 25315196 1 3 0.004969 0
"6784" 1985 31654685 7 3 0.001617 0
"6785" 1986 5390943 2 1 NA NA
"6786" 1986 5468988 1 3 0.011788 0
"6787" 1986 15796423 7 3 0.004319 0
"6788" 1986 28149644 8 1 NA NA
"6789" 1986 32757731 6 1 NA NA
"6790" 1987 2647593 2 1 NA NA
"6791" 1987 29204885 6 1 NA NA
"6792" 1987 33085217 1 3 0.008582 0
"6793" 1987 33985291 7 1 NA NA
"6794" 1987 34029489 8 1 NA NA
"6795" 1988 1839799 1 3 0.001384 0
"6796" 1988 21462110 7 3 0.007154 0
"6797" 1988 24078621 2 2 NA NA
"6798" 1989 8059330 1 3 1e-05 0
"6799" 1990 21191920 8 1 NA NA
"6800" 1990 26598599 1 3 0.013147 0
"6801" 1990 28984081 6 1 NA NA
"6802" 1990 34184088 2 1 NA NA
"6803" 1990 36031208 7 1 NA NA
"6804" 1991 244441 7 3 0.005093 0
"6805" 1991 864182 1 3 0.003183 0
"6806" 1992 5335059 1 3 0.028736 0
"6807" 1992 15298378 2 2 NA NA
"6808" 1992 18005503 7 3 0.007961 0
"6809" 1993 4718300 8 1 NA NA
"6810" 1993 4849696 6 1 NA NA
"6811" 1993 5949130 1 3 1e-05 0
"6812" 1993 16628772 2 1 NA NA
"6813" 1993 18491177 7 1 NA NA
"6814" 1994 12210655 1 3 0.004033 0
"6815" 1994 14587986 6 1 NA NA
"6816" 1994 15527585 8 1 NA NA
"6817" 1994 22968355 7 3 0.006572 0
"6818" 1995 2568408 7 1 NA NA
"6819" 1995 11801602 8 1 NA NA
"6820" 1995 17964927 1 3 1e-05 0
"6821" 1995 18580021 6 1 NA NA
"6822" 1995 32094846 2 1 NA NA
"6823" 1996 6308880 7 3 0.001984 0
"6824" 1996 35273697 1 3 0.034211 0
"6825" 1998 7601429 7 3 0.004711 0
"6826" 1998 32545157 1 3 0.002021 0
"6827" 2000 15021264 2 2 NA NA
"6828" 2000 17463216 7 3 0.008065 0
"6829" 2000 36034507 1 3 0.090705 0
"6830" 2001 5498858 7 3 0.000993 0
"6831" 2001 21664777 2 2 NA NA
"6832" 2001 31705472 1 3 0.006521 0
"6833" 2002 11020220 1 3 0.023129 0
"6834" 2002 28763067 2 2 NA NA
"6835" 2003 3494683 1 3 0.004299 0
"6836" 2004 19296443 1 3 0.006562 0
"6837" 2005 8393106 2 1 NA NA
"6838" 2005 10653541 6 1 NA NA
"6839" 2005 26598599 1 3 0.017507 0
"6840" 2005 33618680 7 1 NA NA
"6841" 2005 35755178 8 1 NA NA
"6842" 2006 10093444 6 1 NA NA
"6843" 2006 16433146 2 1 NA NA
"6844" 2006 18406798 7 3 1e-05 0
"6845" 2006 19783172 8 1 NA NA
"6846" 2006 35837192 1 3 0.061224 0
"6847" 2008 605307 6 1 NA NA
"6848" 2008 18496972 7 3 0.004019 0
"6849" 2008 33379017 8 1 NA NA
"6850" 2008 34997037 2 2 NA NA
"6851" 2008 35231843 1 3 0.002206 0
"6852" 2009 22437252 1 3 0.021021 0
"6853" 2010 4024000 8 2 NA NA
"6854" 2010 16677189 6 1 NA NA
"6855" 2010 20673724 1 3 0.013093 0
"6856" 2010 20885128 7 1 NA NA
"6857" 2010 31406587 2 2 NA NA
"6858" 2011 5866465 7 3 0.001792 0
"6859" 2011 26981366 1 3 0.001886 0
"6860" 2012 7404851 8 1 NA NA
"6861" 2012 13672083 6 1 NA NA
"6862" 2012 14442493 2 2 NA NA
"6863" 2012 19450950 1 3 0.023692 0
"6864" 2012 30237267 7 3 0.04455 0
"6865" 2013 11417224 7 3 0.002184 0
"6866" 2013 14986812 1 3 0.068496 0
"6867" 2014 455306 7 3 1e-05 0
"6868" 2014 22736595 1 3 1e-05 0
"6869" 2015 25703785 1 3 0.007635 0
"6870" 2015 31747411 7 3 0.005733 0
"6871" 2015 36690599 2 1 NA NA
"6872" 2016 7876958 1 3 0.008835 0
"6873" 2016 10459869 7 1 NA NA
"6874" 2016 22581496 6 1 NA NA
"6875" 2016 30103696 8 1 NA NA
"6876" 2017 21607508 1 3 0.000983 0
"6877" 2017 34797437 7 3 0.001142 0
"6878" 2018 885513 1 3 0.002212 0
"6879" 2018 11765243 7 3 0.002131 0
"6880" 2020 13407898 1 3 0.037974 0
"6881" 2021 2260143 2 1 NA NA
"6882" 2021 14876412 8 1 NA NA
"6883" 2021 17238693 6 1 NA NA
"6884" 2021 28778120 1 3 0.006093 0
"6885" 2021 30766752 7 3 0.000691 0
"6886" 2022 3871268 2 1 NA NA
"6887" 2022 10937396 7 1 NA NA
"6888" 2022 11567398 1 3 1e-05 0
"6889" 2022 35724600 8 1 NA NA
"6890" 2022 36772368 6 1 NA NA
"6891" 2023 871406 1 3 0.003268 0
"6892" 2023 10619889 6 1 NA NA
"6893" 2023 16096839 2 1 NA NA
"6894" 2023 18942338 7 3 0.005319 0
"6895" 2023 29386923 8 1 NA NA
"6896" 2024 6358791 6 1 NA NA
"6897" 2024 21237140 8 1 NA NA
"6898" 2024 32137306 7 3 0.001614 0
"6899" 2024 33155074 1 3 0.00523 0
"6900" 2024 33962173 2 1 NA NA
"6901" 2025 11020220 1 3 0.027998 0
"6902" 2025 12060068 2 1 NA NA
"6903" 2025 15914084 8 1 NA NA
"6904" 2025 27961254 7 1 NA NA
"6905" 2025 35116077 6 1 NA NA
"6906" 2026 18528756 2 2 NA NA
"6907" 2026 24803211 7 3 0.045343 0
"6908" 2026 36490551 1 3 0.043649 0
"6909" 2027 6210180 2 1 NA NA
"6910" 2027 17802229 6 1 NA NA
"6911" 2027 19002209 8 1 NA NA
"6912" 2027 28869904 1 3 1e-05 0
"6913" 2027 35188096 7 1 NA NA
"6914" 2028 1180337 7 3 0.039045 0
"6915" 2028 8284605 1 3 0.002124 0
"6916" 2028 24022240 6 1 NA NA
"6917" 2028 26149309 8 1 NA NA
"6918" 2028 36298725 2 2 NA NA
"6919" 2029 1999844 7 3 0.003112 0
"6920" 2029 7079168 1 3 0.007699 0
"6921" 2030 1199810 2 2 NA NA
"6922" 2030 3707840 6 1 NA NA
"6923" 2030 3948848 7 3 1e-05 0
"6924" 2030 6106469 8 1 NA NA
"6925" 2030 15945366 1 3 0.008416 0
"6926" 2031 17397468 2 2 NA NA
"6927" 2031 26676521 1 3 0.010152 0
"6928" 2032 16721217 7 1 NA NA
"6929" 2032 19163028 8 1 NA NA
"6930" 2032 26052095 6 1 NA NA
"6931" 2032 33066713 1 3 0.010142 0
"6932" 2033 4904031 1 3 0.002148 0
"6933" 2033 33476597 2 2 NA NA
"6934" 2034 10490366 1 3 0.005865 0
"6935" 2035 5524840 2 2 NA NA
"6936" 2035 13611249 8 1 NA NA
"6937" 2035 16299821 6 1 NA NA
"6938" 2035 17560223 1 3 0.001377 0
