"SearchID" "AdID" "Position" "ObjectType" "HistCTR" "IsClick"
"699" 202 28430737 2 2 NA NA
"700" 203 25295439 1 3 0.020618 0
"701" 203 33586049 7 3 0.007344 0
"702" 204 20017196 1 3 0.005344 0
"703" 204 28225258 7 3 0.001776 0
"704" 205 21789433 7 3 0.0065 0
"705" 205 27093324 1 3 0.027027 0
"706" 206 903602 6 1 NA NA
"707" 206 13335473 7 1 NA NA
"708" 206 19229922 8 1 NA NA
"709" 206 21649152 1 3 0.007806 0
"710" 206 36840354 2 1 NA NA
"711" 207 974510 1 3 1e-05 0
"712" 207 5540836 8 1 NA NA
"713" 207 9829052 6 1 NA NA
"714" 207 24253261 2 1 NA NA
"715" 207 35102496 7 1 NA NA
"716" 208 6578288 1 3 0.000719 0
"717" 208 8169231 8 1 NA NA
"718" 208 12533179 6 1 NA NA
"719" 208 17583149 2 2 NA NA
"720" 208 20834975 7 1 NA NA
"721" 210 8846094 2 1 NA NA
"722" 210 8993140 1 3 0.014754 0
"723" 210 21686921 7 3 0.003269 0
"724" 212 15834049 2 1 NA NA
"725" 212 22623696 8 1 NA NA
"726" 212 25149502 1 3 0.003047 0
"727" 212 27092241 6 1 NA NA
"728" 212 34349082 7 3 0.032214 0
"729" 213 7413843 2 1 NA NA
"730" 213 11667554 7 3 0.000539 0
"731" 213 24261273 1 3 0.007924 0
"732" 215 1506507 7 1 NA NA
"733" 215 2444027 8 1 NA NA
"734" 215 3906441 6 1 NA NA
"735" 215 16541935 1 3 0.01112 0
"736" 216 2325034 7 1 NA NA
"737" 216 2610841 1 3 0.004779 0
"738" 216 17184623 2 2 NA NA
"739" 216 19387358 6 1 NA NA
"740" 216 22835123 8 1 NA NA
"741" 218 17616001 1 3 0.010432 0
"742" 218 22156088 7 3 0.008458 0
"743" 219 2432808 1 3 0.001595 0
"744" 220 1318943 1 3 0.009174 0
"745" 220 4351825 6 1 NA NA
"746" 220 15292617 7 1 NA NA
"747" 220 36274894 8 1 NA NA
"748" 221 10561025 1 3 0.001549 0
"749" 221 12180931 8 1 NA NA
"750" 221 17676493 7 3 0.001033 0
"751" 221 19730100 2 2 NA NA
"752" 221 36830034 6 1 NA NA
"753" 222 29760908 1 3 0.012987 0
"754" 223 9989728 1 3 0.019583 0
"755" 223 13198028 2 2 NA NA
"756" 223 13922613 7 3 0.032258 0
"757" 224 6584801 8 1 NA NA
"758" 224 18036620 6 1 NA NA
"759" 224 30326023 7 3 0.001061 0
"760" 224 30863602 2 2 NA NA
"761" 224 31511672 1 3 0.022112 0
"762" 225 3902029 1 3 0.002174 0
"763" 226 18089021 2 2 NA NA
"764" 226 22619949 8 1 NA NA
"765" 226 25716935 7 3 0.002725 0
"766" 226 27018100 6 1 NA NA
"767" 226 33783705 1 3 0.047609 0
"768" 227 4417716 1 3 0.001538 0
"769" 227 7224822 6 1 NA NA
"770" 227 9384542 7 3 0.001452 0
"771" 227 21911810 8 1 NA NA
"772" 227 24108347 2 1 NA NA
"773" 228 3366932 1 3 0.00763 0
"774" 228 6623385 2 2 NA NA
"775" 228 10374563 6 1 NA NA
"776" 228 14582066 7 1 NA NA
"777" 228 16353420 8 1 NA NA
"778" 229 5427380 7 3 1e-05 0
"779" 229 9394359 1 3 0.004938 0
"780" 230 8233470 1 3 0.001565 0
"781" 230 16056452 7 3 0.000989 0
"782" 230 22313551 6 1 NA NA
"783" 230 26393525 8 1 NA NA
"784" 230 30174089 2 1 NA NA
"785" 231 8422736 6 1 NA NA
"786" 231 22994125 7 3 0.0032 0
"787" 231 25107697 1 3 0.040885 0
"788" 231 29637821 8 1 NA NA
"789" 231 32218337 2 1 NA NA
"790" 232 11718456 1 3 0.004057 0
"791" 232 15954404 2 1 NA NA
"792" 232 18960856 7 3 0.007885 0
"793" 233 580480 6 1 NA NA
"794" 233 12226535 8 1 NA NA
"795" 233 15983981 7 3 0.00221 0
"796" 233 21303140 2 1 NA NA
"797" 233 29109294 1 3 0.002278 0
"798" 234 7246760 2 2 NA NA
"799" 234 12338106 7 3 0.001936 0
"800" 234 28252070 1 3 0.003624 0
"801" 235 4590516 1 3 0.040908 0
"802" 235 4917957 7 3 0.03923 0
"803" 235 21312251 2 2 NA NA
"804" 236 11201332 1 3 0.00268 0
"805" 236 20662867 2 2 NA NA
"806" 236 25060101 7 3 0.001716 0
"807" 236 28031931 6 1 NA NA
"808" 236 33369955 8 1 NA NA
"809" 237 9840503 1 3 0.020504 0
"810" 237 20058023 7 3 0.009977 0
"811" 238 8455340 2 2 NA NA
"812" 238 13485461 7 3 0.001838 0
"813" 238 21145185 1 3 0.032214 0
"814" 239 1721680 7 3 0.002352 0
"815" 239 8822357 6 1 NA NA
"816" 239 12814405 8 1 NA NA
"817" 239 17407935 2 2 NA NA
"818" 239 26983202 1 3 0.008357 0
"819" 240 361359 2 2 NA NA
"820" 240 17108425 7 3 0.001599 0
"821" 240 20004427 1 3 0.002424 0
"822" 241 8126415 7 3 0.001142 0
"823" 241 13697472 1 3 0.002233 0
"824" 242 15759566 1 3 0.004624 0
"825" 243 12764324 7 3 0.002276 0
"826" 243 30782621 1 3 0.013298 0
"827" 244 2413725 8 1 NA NA
"828" 244 12749478 7 3 0.003636 0
"829" 244 24596642 2 1 NA NA
"830" 244 35502125 6 1 NA NA
"831" 244 36097986 1 3 0.000816 0
"832" 245 6115044 1 3 0.021226 0
"833" 245 8642480 2 1 NA NA
"834" 246 28361477 1 3 0.014477 0
"835" 247 17392343 2 1 NA NA
"836" 247 33085217 1 3 0.009277 0
"837" 248 6590046 6 1 NA NA
"838" 248 7079168 1 3 0.006821 0
"839" 248 11780423 7 3 0.004367 0
"840" 248 18901136 2 2 NA NA
"841" 248 22474058 8 1 NA NA
"842" 249 1296636 2 1 NA NA
"843" 249 8152046 1 3 0.002585 0
"844" 249 13036302 7 3 0.005428 0
"845" 250 13281540 7 3 0.000389 0
"846" 250 18827475 1 3 0.001018 0
"847" 250 29623718 2 1 NA NA
"848" 251 19296443 1 3 0.012772 0
"849" 251 20655168 8 1 NA NA
"850" 251 22169195 7 1 NA NA
"851" 251 22471810 2 2 NA NA
"852" 251 36361224 6 1 NA NA
"853" 252 436942 7 3 0.002647 0
"854" 252 13767514 2 1 NA NA
"855" 252 14906940 1 3 0.004656 0
"856" 252 20929847 6 1 NA NA
"857" 252 32803797 8 1 NA NA
"858" 253 4015616 1 3 0.009597 0
"859" 254 14027628 7 3 0.003359 0
"860" 254 17349601 1 3 0.013479 0
"861" 255 21519281 1 3 0.00243 0
"862" 256 17719816 1 3 0.001709 0
"863" 256 22629052 2 1 NA NA
"864" 256 25149502 7 3 0.001073 0
"865" 257 9880895 1 3 1e-05 0
"866" 258 3637095 7 1 NA NA
"867" 258 9036486 2 1 NA NA
"868" 258 13750749 1 3 0.04455 0
"869" 258 22144341 6 1 NA NA
"870" 258 27541867 8 1 NA NA
"871" 260 447496 8 1 NA NA
"872" 260 665438 1 3 0.021164 0
"873" 260 11930562 2 1 NA NA
"874" 260 24165127 7 3 0.009029 0
"875" 260 35496877 6 1 NA NA
"876" 261 8653512 1 3 0.00264 0
"877" 261 10984752 6 1 NA NA
"878" 261 16485691 2 1 NA NA
"879" 261 20119670 7 3 0.008017 0
"880" 261 34076219 8 1 NA NA
"881" 262 5368458 7 3 0.018504 0
"882" 262 5487319 1 3 0.007812 0
"883" 262 6152246 8 1 NA NA
"884" 262 10924524 2 2 NA NA
"885" 262 28547501 6 1 NA NA
"886" 263 3448403 2 2 NA NA
"887" 263 23905439 1 3 0.008291 0
"888" 263 34084553 7 3 0.002864 0
"889" 264 17304354 6 1 NA NA
"890" 264 18104144 2 1 NA NA
"891" 264 28849311 8 2 NA NA
"892" 264 29878469 1 3 0.004831 0
"893" 264 30193167 7 3 0.001376 0
"894" 266 757886 6 1 NA NA
"895" 266 3177885 1 3 0.006842 0
"896" 266 7778161 2 1 NA NA
"897" 266 26346940 8 1 NA NA
"898" 266 34434393 7 3 0.001138 0
"899" 267 19483259 7 3 0.0025 0
"900" 267 21232228 1 3 0.087293 0
"901" 267 26196163 2 2 NA NA
"902" 268 10432230 2 1 NA NA
"903" 268 24432261 8 1 NA NA
"904" 268 30449312 1 3 0.003932 0
"905" 268 31919140 6 1 NA NA
"906" 268 36536965 7 3 0.004331 0
"907" 269 6702717 6 1 NA NA
"908" 269 21697193 2 2 NA NA
"909" 269 23515604 8 1 NA NA
"910" 269 27927411 7 3 0.000471 0
"911" 269 28591143 1 3 0.001022 0
"912" 270 13070423 7 3 0.00193 0
"913" 270 15764859 1 3 0.006294 0
"914" 270 18783003 2 2 NA NA
"915" 271 16398342 1 3 0.011825 0
"916" 271 27595199 7 3 0.004036 0
"917" 271 32831975 2 2 NA NA
"918" 272 9975341 7 3 0.009237 0
"919" 272 14172796 1 3 0.005721 0
"920" 273 24856588 1 3 0.007524 0
"921" 274 16327720 7 3 0.00381 0
"922" 274 18633657 1 3 0.010417 0
"923" 276 1870115 6 1 NA NA
"924" 276 3566327 2 1 NA NA
"925" 276 7142964 1 3 0.013698 0
"926" 276 13262155 7 1 NA NA
"927" 276 13411911 8 1 NA NA
"928" 277 555511 7 3 0.005298 0
"929" 277 6911332 1 3 0.040885 0
"930" 277 9648479 8 1 NA NA
"931" 277 11494383 2 2 NA NA
"932" 277 13141816 6 1 NA NA
"933" 279 27766219 1 3 0.008982 0
"934" 279 33196645 7 3 0.001951 0
"935" 279 33932399 2 1 NA NA
"936" 280 8572152 6 1 NA NA
"937" 280 9326882 7 3 0.004086 0
"938" 280 11450425 8 1 NA NA
"939" 280 22108678 2 1 NA NA
"940" 280 24189656 1 3 0.006089 0
"941" 281 21596902 1 3 0.002336 0
"942" 282 22067752 1 3 0.005151 0
"943" 282 27927411 7 3 0.001528 0
"944" 283 2629791 2 2 NA NA
"945" 283 7481410 7 3 0.005839 0
"946" 283 20165918 1 3 0.006369 0
"947" 285 3864010 2 2 NA NA
"948" 285 13127193 7 3 0.009102 0
"949" 285 13138735 6 1 NA NA
"950" 285 23364570 8 1 NA NA
"951" 285 32377186 1 3 0.009646 0
"952" 286 16145638 7 3 0.012604 0
"953" 286 22247104 1 3 0.003054 0
"954" 287 15462158 2 1 NA NA
"955" 287 18746436 1 3 0.001023 0
"956" 287 28924126 7 3 0.003717 0
"957" 288 9283433 8 1 NA NA
"958" 288 21646577 6 1 NA NA
"959" 288 23368890 7 3 0.004906 0
"960" 288 29677960 1 3 0.005889 0
"961" 288 32682529 2 1 NA NA
"962" 289 1489022 7 3 0.014501 0
"963" 289 5991053 1 3 0.087293 0
"964" 289 9609382 2 2 NA NA
"965" 290 22884453 7 3 0.023003 0
"966" 290 29246401 1 3 0.002285 0
"967" 291 7332148 1 3 0.016117 0
"968" 291 18805394 6 1 NA NA
"969" 291 20494875 7 3 0.004098 0
"970" 291 29558854 2 1 NA NA
"971" 291 33022827 8 1 NA NA
"972" 292 11378552 2 1 NA NA
"973" 292 14123961 1 3 0.004405 0
"974" 292 16825019 6 1 NA NA
"975" 292 20091808 7 1 NA NA
"976" 292 27217463 8 1 NA NA
"977" 293 987495 2 1 NA NA
"978" 293 2091099 7 3 1e-05 0
"979" 293 11603544 6 1 NA NA
"980" 293 30871207 8 1 NA NA
"981" 293 33787838 1 3 1e-05 0
"982" 294 12408547 7 3 0.000331 0
"983" 294 36419838 1 3 0.002081 0
"984" 295 172866 1 3 1e-05 0
"985" 296 896140 7 3 0.007357 0
"986" 296 12815161 2 2 NA NA
"987" 296 33155074 1 3 0.005236 0
"988" 298 5342308 2 2 NA NA
"989" 298 8460480 6 1 NA NA
"990" 298 15656524 7 3 0.005235 0
"991" 298 19296443 1 3 0.00804 0
"992" 298 34826166 8 1 NA NA
"993" 299 864182 7 3 0.004515 0
"994" 299 20807983 8 1 NA NA
"995" 299 23758037 1 3 0.022288 0
"996" 299 27487548 2 2 NA NA
"997" 299 33684444 6 1 NA NA
"998" 300 5116951 2 2 NA NA
"999" 300 36055827 1 3 0.049618 0
"1000" 301 11988439 8 1 NA NA
"1001" 301 13406210 2 2 NA NA
"1002" 301 13948153 6 1 NA NA
"1003" 301 14207907 1 3 0.012667 0
"1004" 301 22754496 7 3 0.009164 0
"1005" 302 11801992 1 3 0.003876 0
"1006" 302 20058023 7 3 0.009712 0
"1007" 302 25825838 2 1 NA NA
"1008" 303 526439 2 1 NA NA
"1009" 303 5835167 1 3 0.0026 0
"1010" 303 22884453 7 3 0.025947 0
"1011" 304 15613954 8 1 NA NA
"1012" 304 25095000 7 3 0.023157 0
"1013" 304 30325814 6 1 NA NA
"1014" 304 32494164 1 3 0.017241 0
"1015" 305 29677960 1 3 0.006437 0
"1016" 305 34977909 7 3 0.002857 0
"1017" 306 11441863 1 3 0.003998 0
"1018" 306 15905046 2 2 NA NA
"1019" 306 22968355 7 3 0.010292 0
"1020" 306 30722922 6 1 NA NA
"1021" 306 35731129 8 1 NA NA
"1022" 307 6862058 2 2 NA NA
"1023" 307 10375823 1 3 0.044535 0
"1024" 307 34084553 7 3 0.003014 0
"1025" 308 4222341 7 3 0.003769 0
"1026" 308 18716070 1 3 0.002523 0
"1027" 309 1488875 6 1 NA NA
"1028" 309 4686729 7 1 NA NA
"1029" 309 15991317 8 1 NA NA
"1030" 309 19296443 1 3 0.019339 0
"1031" 309 35590741 2 1 NA NA
"1032" 310 11274251 6 1 NA NA
"1033" 310 17409949 7 3 0.00473 0
"1034" 310 19942149 8 1 NA NA
"1035" 310 21981661 1 3 0.033925 0
"1036" 311 1112017 2 2 NA NA
"1037" 311 20539872 1 3 0.016382 0
"1038" 311 29561656 7 3 0.005291 0
"1039" 312 17267853 1 3 0.044535 0
"1040" 312 24590104 2 2 NA NA
"1041" 312 25934993 7 3 0.00568 0
"1042" 313 2504769 8 1 NA NA
"1043" 313 6546147 7 1 NA NA
"1044" 313 17035125 6 1 NA NA
"1045" 313 25248378 1 3 0.003721 0
"1046" 313 31288669 2 2 NA NA
"1047" 314 14149520 7 1 NA NA
"1048" 314 16674579 8 1 NA NA
"1049" 314 17105357 2 1 NA NA
"1050" 314 24728248 1 3 0.004459 0
"1051" 314 33037414 6 1 NA NA
"1052" 315 6101930 6 1 NA NA
"1053" 315 6433231 7 1 NA NA
"1054" 315 7934990 1 3 0.00188 0
"1055" 315 13982773 8 1 NA NA
"1056" 315 14831250 2 1 NA NA
"1057" 316 15869960 8 1 NA NA
"1058" 316 18955136 6 1 NA NA
"1059" 316 25941085 7 3 1e-05 0
"1060" 316 33202873 1 3 1e-05 0
"1061" 317 19849581 7 1 NA NA
"1062" 317 30322686 2 1 NA NA
"1063" 317 33309016 6 1 NA NA
"1064" 317 33452124 8 1 NA NA
"1065" 317 34378696 1 3 0.032258 0
"1066" 318 7367177 8 1 NA NA
"1067" 318 8066994 1 3 0.001499 0
"1068" 318 18083683 2 1 NA NA
"1069" 318 35149120 7 1 NA NA
"1070" 318 36840639 6 1 NA NA
"1071" 319 11638472 7 3 0.002746 0
"1072" 319 11831582 8 1 NA NA
"1073" 319 15324335 2 1 NA NA
"1074" 319 33280368 6 1 NA NA
"1075" 319 36544114 1 3 0.003632 0
"1076" 320 804669 8 1 NA NA
"1077" 320 18970161 6 1 NA NA
"1078" 320 22263166 1 3 0.000774 0
"1079" 320 28066310 7 3 0.00609 0
"1080" 321 15972279 1 3 0.00347 0
"1081" 322 27796117 2 2 NA NA
"1082" 322 32152054 1 3 0.043111 0
"1083" 322 34084553 7 3 0.004749 0
"1084" 323 23905439 1 3 0.006378 0
"1085" 323 28022711 2 2 NA NA
"1086" 323 29455888 7 3 0.022288 0
"1087" 324 15398546 1 3 0.045094 0
"1088" 324 19163617 2 2 NA NA
"1089" 324 33778882 7 3 0.042429 0
"1090" 325 23968902 1 3 0.001839 0
"1091" 325 24118416 7 3 0.00704 0
"1092" 326 3948848 7 3 0.002898 0
"1093" 326 10860746 2 2 NA NA
"1094" 326 19296443 1 3 0.008172 0
"1095" 326 22709434 6 1 NA NA
"1096" 326 26859726 8 1 NA NA
"1097" 327 14616654 2 2 NA NA
"1098" 327 26598599 7 3 0.007348 0
"1099" 327 27191067 1 3 0.015636 0
"1100" 327 31945967 6 1 NA NA
"1101" 327 35712132 8 2 NA NA
"1102" 328 5694279 7 1 NA NA
"1103" 328 11026962 2 1 NA NA
"1104" 328 22487045 8 1 NA NA
"1105" 328 26121630 1 3 0.007436 0
"1106" 328 32675823 6 1 NA NA
"1107" 329 19123340 1 3 0.005344 0
"1108" 331 6247998 7 3 0.029701 0
"1109" 331 20754594 2 2 NA NA
"1110" 331 23905439 1 3 0.008034 0
"1111" 332 2624800 2 2 NA NA
"1112" 332 17906022 6 1 NA NA
"1113" 332 23972712 7 1 NA NA
"1114" 332 29316584 1 3 0.004142 0
"1115" 332 31226397 8 1 NA NA
"1116" 333 22199277 2 1 NA NA
"1117" 333 23823708 1 3 0.019026 0
"1118" 334 14207907 1 3 0.013841 0
"1119" 334 23968902 7 3 0.000543 0
"1120" 334 28568135 2 2 NA NA
"1121" 335 334924 7 3 0.001138 0
"1122" 335 9038521 8 1 NA NA
"1123" 335 17259711 1 3 0.001097 0
"1124" 335 26671955 2 1 NA NA
"1125" 335 35577537 6 1 NA NA
"1126" 336 1250128 2 1 NA NA
"1127" 336 16786311 8 1 NA NA
"1128" 336 18896755 1 3 0.013728 0
"1129" 336 27546829 7 3 0.00463 0
"1130" 336 31508433 6 1 NA NA
"1131" 337 2742558 1 3 0.002475 0
"1132" 337 6470829 8 1 NA NA
"1133" 337 11251632 2 1 NA NA
"1134" 337 20902272 7 1 NA NA
"1135" 337 25720619 6 1 NA NA
"1136" 338 16379563 2 2 NA NA
"1137" 338 30507491 7 3 0.036949 0
"1138" 338 35934928 1 3 0.006275 0
"1139" 339 6513071 7 1 NA NA
"1140" 339 17370997 1 3 0.014611 0
"1141" 339 20175311 2 2 NA NA
"1142" 339 20931975 8 1 NA NA
"1143" 339 26927969 6 1 NA NA
"1144" 340 17982619 2 2 NA NA
"1145" 340 32457734 1 3 0.010894 0
"1146" 341 3588892 1 3 0.004136 0
"1147" 341 12241653 7 3 0.015151 0
"1148" 342 438366 8 1 NA NA
"1149" 342 763806 1 3 0.002427 0
"1150" 342 3313230 7 1 NA NA
"1151" 342 5285256 2 2 NA NA
"1152" 342 14764379 6 1 NA NA
"1153" 343 23658108 7 3 0.002032 0
"1154" 343 33662202 1 3 0.007768 0
"1155" 343 35610078 2 1 NA NA
"1156" 344 1933939 1 3 0.012132 0
"1157" 344 9927431 2 2 NA NA
"1158" 344 10092235 8 1 NA NA
"1159" 344 13759561 6 1 NA NA
"1160" 344 34560038 7 1 NA NA
"1161" 345 10506779 7 3 0.008299 0
"1162" 345 21583044 1 3 0.005259 0
"1163" 345 28849190 2 1 NA NA
"1164" 346 1690889 7 3 0.036949 0
"1165" 346 12797426 2 1 NA NA
"1166" 346 18508664 1 3 0.002508 0
"1167" 347 916091 2 1 NA NA
"1168" 347 971534 7 3 0.003545 0
"1169" 347 10302711 8 1 NA NA
"1170" 347 21607508 1 3 0.002285 0
"1171" 347 29477031 6 1 NA NA
"1172" 348 17983872 2 2 NA NA
"1173" 348 28872487 1 3 0.047631 0
"1174" 348 34936676 7 3 0.041266 0
"1175" 349 1176821 8 1 NA NA
"1176" 349 6085990 6 1 NA NA
"1177" 349 26731791 7 3 0.000724 0
"1178" 349 27593590 2 1 NA NA
"1179" 349 33537479 1 3 0.007402 0
"1180" 350 1874201 6 1 NA NA
"1181" 350 8928322 8 1 NA NA
"1182" 350 11625516 7 3 0.043569 0
"1183" 350 31565576 1 3 0.048805 0
"1184" 350 36032918 2 2 NA NA
"1185" 351 22673363 1 3 0.004036 0
"1186" 352 19501282 7 3 0.03923 0
"1187" 352 25711453 2 2 NA NA
"1188" 352 27598775 1 3 0.054339 0
"1189" 353 19050064 1 3 0.003991 0
"1190" 353 21671388 2 2 NA NA
"1191" 353 24134743 7 3 0.004746 0
"1192" 354 22851805 7 3 0.016838 0
"1193" 354 29667029 1 3 0.001367 0
"1194" 355 6636530 6 1 NA NA
"1195" 355 9620463 8 1 NA NA
"1196" 355 15070001 1 3 0.02754 0
"1197" 355 16976206 7 3 0.004431 0
"1198" 355 30760381 2 1 NA NA
"1199" 356 18189090 8 1 NA NA
"1200" 356 26325919 7 1 NA NA
"1201" 356 27652531 6 1 NA NA
"1202" 356 28113173 2 1 NA NA
"1203" 356 33810371 1 3 0.007691 0
"1204" 357 5841326 2 1 NA NA
"1205" 357 28591143 7 3 0.00138 0
"1206" 357 35934928 1 3 0.006156 0
"1207" 358 27456608 1 3 0.003744 0
"1208" 358 33805613 2 2 NA NA
"1209" 358 34105752 7 3 0.001388 0
"1210" 359 15099171 1 3 0.043649 0
"1211" 359 21269814 2 2 NA NA
"1212" 359 31358476 7 3 0.000409 0
"1213" 360 19994985 8 1 NA NA
"1214" 360 20204010 6 1 NA NA
"1215" 360 20358894 7 3 1e-05 0
"1216" 360 21462110 1 3 0.01073 0
"1217" 360 29285532 2 2 NA NA
"1218" 361 4826342 1 3 0.006897 0
"1219" 361 26844054 2 1 NA NA
"1220" 361 27701499 8 1 NA NA
"1221" 361 30851424 6 1 NA NA
"1222" 361 34434393 7 3 1e-05 0
"1223" 362 5063015 1 3 0.007674 0
"1224" 363 2379794 6 1 NA NA
"1225" 363 25062005 2 2 NA NA
"1226" 363 34084553 7 3 0.002555 0
"1227" 363 36370164 8 1 NA NA
"1228" 363 36471377 1 3 0.019971 0
"1229" 364 36055827 1 3 0.009303 0
"1230" 365 22831958 1 3 0.002312 0
"1231" 365 36544114 7 3 0.001796 0
"1232" 366 2891720 7 3 0.005795 0
"1233" 366 9721663 2 2 NA NA
"1234" 366 9985435 1 3 0.00542 0
"1235" 367 9544303 7 3 0.001373 0
"1236" 367 17321852 6 1 NA NA
"1237" 367 19405444 2 1 NA NA
"1238" 367 23852499 1 3 0.002273 0
"1239" 367 27565253 8 1 NA NA
"1240" 368 2830677 8 1 NA NA
"1241" 368 7277648 7 3 0.001841 0
"1242" 368 10868814 6 1 NA NA
"1243" 368 28724191 2 1 NA NA
"1244" 368 34852292 1 3 0.006167 0
"1245" 369 12985978 1 3 0.006294 0
"1246" 369 29793656 7 3 0.001245 0
"1247" 369 35730110 2 2 NA NA
"1248" 370 2995755 1 3 0.004598 0
"1249" 370 3372853 8 1 NA NA
"1250" 370 14173772 6 1 NA NA
"1251" 370 19705144 7 3 0.003583 0
"1252" 372 3053032 1 3 0.006985 0
"1253" 372 6034373 2 2 NA NA
"1254" 372 11049533 7 3 0.00171 0
"1255" 372 17108150 8 1 NA NA
"1256" 372 19383253 6 1 NA NA
"1257" 373 4853690 8 1 NA NA
"1258" 373 10367243 2 2 NA NA
"1259" 373 12077266 7 1 NA NA
"1260" 373 13040025 1 3 0.005348 0
"1261" 373 24210535 6 1 NA NA
"1262" 374 3691204 2 2 NA NA
"1263" 374 15682062 1 3 0.006061 0
"1264" 374 18508664 7 3 0.001578 0
"1265" 374 19231603 6 1 NA NA
"1266" 374 32056222 8 1 NA NA
"1267" 376 203318 1 3 0.002028 0
"1268" 376 7425256 6 1 NA NA
"1269" 376 10045741 7 1 NA NA
"1270" 376 11106083 8 1 NA NA
"1271" 376 36427346 2 2 NA NA
"1272" 377 22294434 1 3 0.008081 0
"1273" 377 24293324 7 3 0.000606 0
"1274" 378 4278115 8 1 NA NA
"1275" 378 9840503 7 3 0.01518 0
"1276" 378 10760917 6 1 NA NA
"1277" 378 15817252 2 2 NA NA
"1278" 378 20752876 1 3 0.007305 0
"1279" 379 232172 1 3 0.006491 0
"1280" 379 10702630 2 2 NA NA
"1281" 379 17373486 8 1 NA NA
"1282" 379 20988845 7 3 0.006193 0
"1283" 379 23231574 6 1 NA NA
"1284" 380 23599583 7 3 0.001809 0
"1285" 380 32093996 1 3 0.002892 0
"1286" 381 4885022 7 3 0.001821 0
"1287" 381 14607305 1 3 0.003621 0
"1288" 381 29615993 2 2 NA NA
"1289" 382 4285148 8 1 NA NA
"1290" 382 6115044 1 3 0.020341 0
"1291" 382 6771871 7 1 NA NA
"1292" 382 19933480 6 1 NA NA
"1293" 383 24856588 1 3 0.015734 0
"1294" 384 16878022 1 3 0.014333 0
"1295" 384 24134743 7 3 0.00822 0
"1296" 386 14160252 6 1 NA NA
"1297" 386 18568319 2 2 NA NA
"1298" 386 27927411 1 3 0.00286 0
"1299" 386 31358476 7 3 0.022644 0
"1300" 386 32124451 8 1 NA NA
"1301" 387 784425 6 1 NA NA
"1302" 387 4328288 7 1 NA NA
"1303" 387 11108560 2 2 NA NA
"1304" 387 12040522 1 3 0.02139 0
"1305" 387 30236301 8 1 NA NA
"1306" 388 1387528 6 1 NA NA
"1307" 388 1615777 2 2 NA NA
"1308" 388 10823318 8 1 NA NA
"1309" 388 28187275 1 3 1e-05 0
"1310" 388 36154751 7 1 NA NA
"1311" 389 3915394 2 1 NA NA
"1312" 389 26334943 1 3 0.042832 0
"1313" 390 13573060 6 1 NA NA
"1314" 390 20255822 2 1 NA NA
"1315" 390 26981366 1 3 0.002193 0
"1316" 390 28280403 7 3 0.005441 0
"1317" 390 35576012 8 1 NA NA
"1318" 391 6115044 1 3 0.024294 0
"1319" 391 13345408 7 3 0.007307 0
"1320" 391 14199833 6 1 NA NA
"1321" 391 29014328 8 1 NA NA
"1322" 391 30981169 2 1 NA NA
"1323" 393 2861946 7 3 0.002815 0
"1324" 393 7655570 8 1 NA NA
"1325" 393 18959054 6 1 NA NA
"1326" 393 29295367 1 3 0.001084 0
"1327" 393 33776579 2 2 NA NA
"1328" 394 11022397 1 3 1e-05 0
"1329" 394 11104136 7 3 0.001887 0
"1330" 395 20414475 2 1 NA NA
"1331" 395 34092688 1 3 0.013109 0
"1332" 396 179816 2 1 NA NA
"1333" 396 27927411 7 3 0.001457 0
"1334" 396 32746181 6 1 NA NA
"1335" 396 33688070 8 1 NA NA
"1336" 396 35123196 1 3 0.002195 0
"1337" 397 9840503 7 3 0.007241 0
"1338" 397 12752444 2 2 NA NA
"1339" 397 20058023 1 3 0.00634 0
"1340" 398 29354040 7 3 0.001204 0
"1341" 398 32479966 1 3 0.004429 0
"1342" 399 9962533 1 3 1e-05 0
"1343" 399 19869464 2 2 NA NA
"1344" 400 13533543 1 3 0.008491 0
"1345" 400 15527736 7 3 0.002119 0
"1346" 401 2554098 7 3 0.005508 0
"1347" 401 5277082 1 3 0.000806 0
"1348" 401 27287777 8 1 NA NA
"1349" 401 35073091 2 1 NA NA
"1350" 401 36509085 6 1 NA NA
"1351" 402 4414569 1 3 0.001563 0
"1352" 402 25492612 2 1 NA NA
"1353" 403 18514731 7 3 0.002055 0
"1354" 403 32093996 1 3 0.003736 0
"1355" 404 4280472 2 2 NA NA
"1356" 404 9840503 7 3 0.012311 0
"1357" 404 11801992 1 3 0.007371 1
"1358" 405 917992 1 3 0.011583 0
"1359" 405 2613819 8 1 NA NA
"1360" 405 3072176 6 1 NA NA
"1361" 405 22998320 7 3 0.00478 0
"1362" 406 35415639 1 3 0.012898 0
"1363" 407 11381487 6 1 NA NA
"1364" 407 18366112 1 3 0.030928 0
"1365" 407 26956309 2 2 NA NA
"1366" 407 27112879 7 1 NA NA
"1367" 407 33368260 8 1 NA NA
"1368" 408 474475 2 1 NA NA
"1369" 408 9182371 6 1 NA NA
"1370" 408 17213597 8 1 NA NA
"1371" 408 18562506 1 3 0.017857 0
"1372" 408 35701422 7 1 NA NA
"1373" 409 18610626 2 2 NA NA
"1374" 409 26320688 1 3 0.015 0
"1375" 410 10624286 8 1 NA NA
"1376" 410 14489623 1 3 0.011038 0
"1377" 410 23142030 6 1 NA NA
"1378" 410 31166654 7 1 NA NA
"1379" 410 31596684 2 2 NA NA
"1380" 411 7336977 2 1 NA NA
