"AdID" "LocationID" "CategoryID" "Params" "Price" "Title" "IsContext"
"1278" 1278 3960 32 "{536:'Сдам', 554:'Офисное помещение', 790:'B'}" 70000 "Офисное помещение, 40 м², две комнаты, 2 м. п" 0
"1279" 1279 44 54 "{549:'2', 201:'Продам', 498:'Панельный', 499:'Вторичка', 566:'Не первый и не последний', 575:'9-12'}" 1900000 "2-к квартира, 44 м², 4/9 эт." 0
"1280" 1280 1340 50 "{44:'Стройматериалы'}" 1 "Продам тротуарную плитку. В наличии" 0
"1281" 1281 2643 30 "{785:'Да', 204:'Продам', 532:'Гараж', 783:'Железобетонный'}" 110000 "Гараж" 0
"1282" 1282 4409 45 "{211:'Йоркширский терьер'}" 10000 "Продаю щенков йоркширского терьера" 0
"1283" 1283 3015 50 "{44:'Двери'}" 2500 "Продам" 0
"1284" 1284 3953 53 "{181:'Для магазина'}" 120 "Бюст большой размер" 0
"1285" 1285 3767 47 "{127:'Игрушки'}" 0 "Ферби Бум - игрушки для счастья" 0
"1286" 1286 3540 34 "{709:'Шины', 731:'225', 732:'65', 733:'17', 734:'Летние', 5:'Шины, диски и колёса'}" 6000 "Шина" 0
"1287" 1287 2875 250005 "{716:'Транспорт, перевозки', 717:'Грузоперевозки'}" 500 "Щебень, балласт, песок, земля, грунт, доставка" 0
"1288" 1288 3960 50 "{44:'Двери'}" 100 "Панорамный глазок СССР для двери" 0
"1289" 1289 2430 26 "{132:'Музыка и фильмы'}" 200 "Лицензионный DVD-фильм \"\"Анаконда трилогия\"\"" 0
"1290" 1290 3976 22 "{88:'39', 83:'Обувь', 175:'Женская одежда'}" 200 "Туфли жен. Р-р 39" 0
"1291" 1291 3953 37 "{14:'Макеты оружия'}" 3955 "Воротник пехотного офицера" 0
"1292" 1292 547 60 "{178:'Для мальчиков', 110:'Верхняя одежда', 119:'122-128 см (6-8 лет)'}" 2400 "Новая куртка" 0
"1293" 1293 3953 22 "{90:'48–50 (XL)', 83:'Платья и юбки', 175:'Женская одежда'}" 999 "Платье новое" 0
"1294" 1294 2230 38 "{45:'Шкафы и комоды'}" 10 "Комод Европа" 0
"1295" 1295 3960 22 "{176:'Обувь', 98:'41', 175:'Мужская одежда'}" 5900 "Кожаные кроссовки Dirk Bikkembergs" 0
"1296" 1296 1261 35 "" 30 "Мандаринки" 0
"1297" 1297 1636 22 "{90:'44–46 (M)', 83:'Платья и юбки', 175:'Женская одежда'}" 1800 "Новое платье в ассортименте" 0
"1298" 1298 1110 50 "{44:'Стройматериалы'}" 15 "Уголок б/у" 0
"1299" 1299 3960 34 "{817:'Рулевое управление', 5:'Запчасти', 598:'Для автомобилей'}" 4500 "Руль Audi A6C6" 0
"1300" 1300 3960 34 "{817:'Электрооборудование', 5:'Запчасти', 598:'Для автомобилей'}" 10000 "Блок управления АКПП фольксваген джетта поло" 0
"1301" 1301 3960 22 "{83:'Верхняя одежда', 86:'42–44 (S)', 175:'Женская одежда'}" 500 "Дубленка" 0
"1302" 1302 939 22 "{83:'Брюки', 85:'44–46 (M)', 175:'Женская одежда'}" 1000 "Джинсы и штаны adidas. 2вещи по цене одной" 0
"1303" 1303 1371 9 "{51:'Посуда'}" 8 "Банка стеклянная для консервирования" 0
"1304" 1304 2225 22 "{88:'39', 83:'Обувь', 175:'Женская одежда'}" 3000 "Туфли реплика лабутенов" 0
"1305" 1305 3061 4 "{156:'ВМХ'}" 14000 "Продам BMX" 0
"1306" 1306 1729 31 "{212:'Донской сфинкс'}" 2000 "Донской сфинкс" 0
"1307" 1307 576 22 "{88:'38', 83:'Обувь', 175:'Женская одежда'}" 299 "Сабо(кожа), макасины (кожа)" 0
"1308" 1308 1261 34 "{817:'Кузов', 5:'Запчасти', 598:'Для автомобилей'}" 0 "Крыло заднее лев(четверть) фольцваген джетта 1.3л" 0
"1309" 1309 3953 60 "{178:'Для мальчиков', 110:'Верхняя одежда', 119:'110-116 см (4-6 лет)'}" 2200 "Комбинезон tec" 0
"1310" 1310 3960 38 "{45:'Кровати, диваны и кресла'}" 7400 "Кровать Максимка с ящиками Венге+ Дуб млечн. N-827" 0
"1311" 1311 1403 60 "{178:'Для мальчиков', 124:'24', 110:'Обувь'}" 75 "Сандали летние на мальчика. Размер 25" 0
"1312" 1312 569 33 "{531:'Поселений (ИЖС)', 203:'Продам'}" 270000 "Участок 6 сот. (ИЖС)" 0
"1313" 1313 3960 52 "{167:'Книги'}" 400 "А. Витковский историческая авантюра" 0
"1314" 1314 3953 60 "{178:'Для мальчиков', 110:'Верхняя одежда', 119:'98-104 см (2-4 года)'}" 250 "Ветровка р.98" 0
"1315" 1315 900 54 "{576:'5-8', 550:'1', 201:'Сдам', 503:'Панельный', 567:'Не первый и не последний', 504:'На длительный срок'}" 7500 "1-к квартира, 29 м², 3/5 эт." 0
"1316" 1316 992 53 "{181:'Другое'}" 428000 "Подъемник четырехстоечный 442LP(OMA527R) grey" 0
"1317" 1317 3953 250006 "{712:'Полный день', 827:'Не имеет значения', 711:'Производство, сырьё, с/х'}" 20000 "Покраска мелких сувенирных изделий краскопультом" 0
"1318" 1318 2077 22 "{90:'46–48 (L)', 83:'Платья и юбки', 175:'Женская одежда'}" 5500 "Потрясающее вечернее платье Патрисия" 0
"1319" 1319 3960 38 "{45:'Компьютерные столы и кресла'}" 10050 "Угловой компьютерный стол Практик-140" 0
"1320" 1320 2224 47 "{127:'Автомобильные кресла'}" 5500 "Детское автокресло Peg-Perego Primo Viaggio SL" 0
"1321" 1321 2277 37 "{14:'Монеты'}" 10000 "10 копеек 1916 года и другие монеты" 0
"1322" 1322 343 57 "{130:'Парфюмерия'}" 1000 "Dior Addict" 0
"1323" 1323 3976 43 "{281:'ГАЗель', 1283:'С пробегом', 633:'Белый ', 1159:0, 210:'ГАЗ', 184:'110 000 - 119 999', 1162:0, 1165:0, 1135:0, 1329:'2.5', 1138:0, 695:'Задний', 696:'левый', 697:'Не битый', 186:'Дизель', 187:'Фургон', 188:'2007', 185:'Механика'}" 0 "ГАЗ ГАЗель, 2007" 0
"1324" 1324 3505 54 "{576:'5-8', 550:'1', 201:'Сдам', 503:'Кирпичный', 567:'Не последний', 504:'Посуточно'}" 1000 "1-к квартира, 30 м², 1/5 эт." 0
"1325" 1325 2840 34 "{817:'Запчасти для ТО', 5:'Запчасти', 598:'Для автомобилей'}" 2800 "Фильтр для жиженого газа пропан для авто гбо" 0
"1326" 1326 3960 22 "{83:'Верхняя одежда', 86:'46–48 (L)', 175:'Женская одежда'}" 2500 "Пуховик X\"\"cluSIve" 0
"1327" 1327 3953 34 "{5:'Аксессуары'}" 1000 "Передние щетки для Форд Фокус 2" 0
"1328" 1328 4292 34 "{817:'Двигатель', 5:'Запчасти', 598:'Для автомобилей'}" 3500 "Головка 21083" 0
"1329" 1329 3960 60 "{178:'Для мальчиков', 124:'31', 110:'Обувь'}" 750 "Ботинки Richter" 0
"1330" 1330 1299 41 "{143:'Samsung'}" 38000 "Samsung Galaxy S6" 0
"1331" 1331 1301 57 "{130:'Приборы и аксессуары'}" 1490 "Kоректор 0санkи Magnetic Posture Support" 0
"1332" 1332 3976 250004 "{714:'Консультирование', 715:'Полный день', 822:'Незаконченное высшее', 823:'6', 824:'Женский', 825:'26'}" 0 "Администратор, менеджер, оператор" 0
"1333" 1333 378 5 "{165:'Зимние виды спорта'}" 4000 "Продам доску" 0
"1334" 1334 3953 46 "" 150 "Новые велюровые платья для мини собак и щенков" 0
"1335" 1335 1344 9 "{51:'Товары для кухни'}" 1000 "Посуда, одеяла и др. (в связи с продажей)" 0
"1336" 1336 1344 34 "{817:'Автосвет', 5:'Запчасти', 598:'Для автомобилей'}" 1100 "Стоп-сигнал R - mark2 - 90 (7393)" 0
"1337" 1337 2840 43 "{1283:'Новые', 229:'5 серия', 633:'Серый', 632:'2.0', 210:'BMW', 695:'Задний', 696:'левый', 185:'Автомат', 186:'Бензин', 187:'Седан', 188:'2014'}" 2446000 "BMW 5 серия, 2014" 0
"1338" 1338 1944 50 "{44:'Стройматериалы'}" 1000 "Продам сетку" 0
"1339" 1339 3953 60 "{178:'Для девочек', 179:'Обувь', 125:'< 19'}" 250 "Босоножки на первый шаг" 0
"1340" 1340 3953 25 "{140:'Планшеты'}" 8500 "Продам iPad 2 белый, 32 gb" 0
"1341" 1341 343 30 "{756:'Гараж', 204:'Куплю'}" 0 "Куплю гараж" 0
"1342" 1342 344 47 "{127:'Игрушки'}" 2200 "Fisher price тележка вулкан стойка каталка лев" 0
"1343" 1343 2430 34 "{5:'Тюнинг'}" 4200 "Ручки хром с подсветкой Toyota RAV-4 2009-on" 0
"1344" 1344 1830 54 "{576:'9-12', 550:'1', 201:'Сдам', 503:'Панельный', 567:'Не первый и не последний', 504:'На длительный срок'}" 23000 "1-к квартира, 38 м², 7/9 эт." 0
"1345" 1345 2307 42 "{202:'Продам', 556:'Дом', 525:'0'}" 5700000 "Дом 250 м² на участке 6 сот." 0
"1346" 1346 1145 50 "{44:'Инструменты'}" 0 "Самоходный, 12м подьемник" 0
"1347" 1347 3953 60 "{178:'Для девочек', 115:'98-104 см (2-4 года)', 179:'Платья и юбки'}" 750 "Платье нарядное" 0
"1348" 1348 3953 60 "{178:'Для девочек', 179:'Другое'}" 500 "Новогодний Карнавальный Костюм Мальвины" 0
"1349" 1349 1407 48 "{30:'Мотоциклы', 479:'Дорожные'}" 32000 "Cobra Crossfire 125" 0
"1350" 1350 1331 50 "{44:'Стройматериалы'}" 500 "Шифер б у" 0
"1351" 1351 2430 60 "{178:'Для мальчиков', 110:'Другое'}" 200 "Рубашки с длинным рукавом рост 134-140" 0
"1352" 1352 1301 54 "{549:'2', 201:'Продам', 498:'Кирпичный', 499:'Вторичка', 566:'Не первый', 575:'5-8'}" 2075000 "2-к квартира, 42 м², 5/5 эт." 0
"1353" 1353 3921 53 "{181:'Для магазина'}" 300 "Одежда оптом" 0
"1354" 1354 1729 60 "{178:'Для девочек', 115:'86-92 см (1-2 года)', 179:'Платья и юбки'}" 150 "Платье с рыбками" 0
"1355" 1355 1344 18 "" 12500 "Продам зимнюю палатку Снегирь 3у" 0
"1356" 1356 3953 4 "{156:'Запчасти и аксессуары'}" 1350 "Велобагажник на подседельный штырь Author ACR-160" 0
"1357" 1357 346 34 "{818:'Автосигнализации', 5:'Противоугонные устройства'}" 3500 "Автосигнализация Pharaon LC200" 0
"1358" 1358 3973 47 "{127:'Товары для кормления'}" 800 "Детский куллер фунтик дешево" 0
"1359" 1359 2230 250004 "{714:'Строительство', 715:'Полный день', 822:'Среднее специальное', 823:'5', 824:'Мужской', 825:'24'}" 35000 "Поиск работы" 0
"1360" 1360 4145 41 "{143:'Другие марки'}" 200 "Samsung" 0
"1361" 1361 2236 250006 "{712:'Полный день', 827:'Не имеет значения', 711:'Продажи'}" 7000 "Требуется продавец в продуктовый магазин" 0
"1362" 1362 992 37 "{14:'Модели'}" 200 "Газ-64" 0
"1363" 1363 3960 22 "{83:'Другое', 175:'Женская одежда'}" 1100 "Кофта свитшот What\"\"s app" 0
"1364" 1364 1729 59 "{217:'С/х животные'}" 20000 "Телочки" 0
"1365" 1365 2430 54 "{549:'Студия', 201:'Продам', 498:'Монолитный', 499:'Новостройка', 566:'Не первый и не последний', 575:'17-25'}" 1450000 "Студия, 28 м², 11/17 эт." 0
"1366" 1366 2430 47 "{127:'Игрушки'}" 170 "Игрушка-подушка\"\"свинка на лужайке\"\"" 0
"1367" 1367 3953 11 "{104:'Ювелирные изделия'}" 7480 "Золотое кольцо изумруды и бриллиант" 0
"1368" 1368 3960 34 "{709:'Шины', 731:'205', 732:'55', 733:'16', 734:'Летние', 5:'Шины, диски и колёса'}" 7000 "Комплект летней резины на дисках 205/55R16" 0
"1369" 1369 4294 34 "{5:'Аксессуары'}" 30000 "Компрессор с рессивером" 0
"1370" 1370 3960 54 "{549:'2', 201:'Продам', 498:'Блочный', 499:'Вторичка', 566:'Не первый и не последний', 575:'9-12'}" 8100000 "2-к квартира, 38 м², 7/9 эт." 0
"1371" 1371 3960 54 "{576:'17-25', 550:'1', 201:'Сдам', 503:'Монолитный', 567:'Не первый и не последний', 504:'На длительный срок'}" 40000 "1-к квартира, 52 м², 3/17 эт." 0
"1372" 1372 1261 9 "{51:'Посуда'}" 30 "Стаканы барные" 0
"1373" 1373 1294 5 "{165:'Туризм'}" 2050 "Матрац-кровать 203 х 152 х 22 см. 68765" 0
"1374" 1374 3960 34 "{817:'Подвеска', 5:'Запчасти', 598:'Для автомобилей'}" 6000 "VAG 7L6 698 151 J Колодки тормозные передние" 0
"1375" 1375 2685 34 "{5:'Запчасти', 598:'Для спецтехники'}" 0 "Резиновые гусеницы 400x72.5x82" 0
"1376" 1376 230 250006 "{712:'Полный день', 827:'Более 3 лет', 711:'Строительство'}" 30000 "Инженер пто (стр-во)" 0
"1377" 1377 3953 50 "{44:'Стройматериалы'}" 1000 "Гидроизоляционная мастика" 0
"1378" 1378 1729 43 "{251:'Rio', 633:'Чёрный', 1159:0, 210:'KIA', 184:'0 - 4 999', 1162:0, 1165:0, 1135:0, 632:'1.4', 1138:0, 1283:'С пробегом', 695:'Передний', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Седан', 188:'2014', 185:'Механика'}" 444900 "KIA Rio, 2014" 0
"1379" 1379 4423 60 "{178:'Для девочек', 115:'86-92 см (1-2 года)', 179:'Платья и юбки'}" 500 "Комплект тройка" 0
"1380" 1380 3350 47 "{127:'Игрушки'}" 150 "Новая игрушка" 0
"1381" 1381 346 60 "{178:'Для мальчиков', 124:'< 19', 110:'Обувь'}" 125 "Сандальки на первые шаги" 0
"1382" 1382 3282 500001 "{820:'Сфера услуг'}" 1500 "Бизнес под ключ к 70 летию Победы" 0
"1383" 1383 3953 27 "{48:'Климатическое оборудование', 489:'Обогреватели'}" 3680 "Матрас электрический \"\"Премиум Комфорт\"\"" 0
"1384" 1384 2685 34 "{709:'Шины', 731:'185', 732:'65', 733:'15', 734:'Летние', 5:'Шины, диски и колёса'}" 6500 "Кумхо 185/65/15 4шт. летняя" 0
"1385" 1385 1344 22 "{83:'Нижнее бельё', 175:'Женская одежда', 491:'44–46 (M)'}" 100 "Пеньюарчики" 0
"1386" 1386 547 53 "{181:'Для магазина'}" 300 "Корзина большая F199" 0
"1387" 1387 1653 22 "{90:'42–44 (S)', 83:'Платья и юбки', 175:'Женская одежда'}" 800 "Новая юбка из плотного неопрена" 0
"1388" 1388 576 60 "{178:'Для мальчиков', 110:'Верхняя одежда', 119:'98-104 см (2-4 года)'}" 3000 "Зимний костюм на 98-104" 0
"1389" 1389 3960 34 "{802:'18', 803:'Литые', 804:'Всесезонные', 5:'Шины, диски и колёса', 806:'55', 709:'Колёса', 805:'255'}" 40000 "Колеса Мерседес Геленваген оригинал 18 радиус шип" 0
"1390" 1390 1110 25 "{140:'Планшеты'}" 16000 "iPad Air 16gb wi-fi белый" 0
"1391" 1391 162 250006 "{712:'Полный день', 827:'Более 1 года', 711:'Производство, сырьё, с/х'}" 0 "Требуется геолог" 0
"1392" 1392 1344 250005 "{716:'Сад, благоустройство'}" 2500 "Услуги техники по пересадки деревьев" 0
"1393" 1393 2260 46 "" 1300 "Клетка" 0
"1394" 1394 3960 9 "{51:'Посуда'}" 800 "Заварной чайник с цветком" 0
"1395" 1395 4545 36 "" 2000 "Монитор dell" 0
"1396" 1396 3771 33 "{730:'За городом', 203:'Куплю', 751:'Поселений (ИЖС)'}" 700 "Куплю участок (ИЖС)" 0
"1397" 1397 346 34 "{817:'Двигатель', 5:'Запчасти', 598:'Для автомобилей'}" 2500 "Вентилятор двигателя hyundai (Хёнде)" 0
"1398" 1398 346 37 "{14:'Монеты'}" 100 "1 руб Лермонтов" 0
"1399" 1399 1057 38 "{45:'Предметы интерьера, искусство'}" 500 "Иконы" 0
"1400" 1400 3771 6 "{200:'Сниму', 778:'На длительный срок'}" 4000 "Сниму комнату" 0
"1401" 1401 992 11 "{104:'Бижутерия'}" 500 "Кожаный браслет с клепками" 0
"1402" 1402 3177 47 "{127:'Постельные принадлежности'}" 500 "Конверт на выписку" 0
"1403" 1403 2430 60 "{178:'Для мальчиков', 124:'28', 110:'Обувь'}" 600 "Кроссовки ciciban (Cловения)" 0
"1404" 1404 2230 34 "{800:'120', 801:'30', 5:'Шины, диски и колёса', 709:'Диски', 796:'Литые', 797:'17', 798:'7.5', 799:'5'}" 0 "Продам диски R17 вmw W Ниссан Мерс Хундай" 0
"1405" 1405 3960 22 "{88:'39', 83:'Обувь', 175:'Женская одежда'}" 750 "Новые туфельки анта на широкую ногу" 0
"1406" 1406 3960 47 "{127:'Детская мебель'}" 1300 "Большой развивающий коврик" 0
"1407" 1407 3193 27 "{48:'Для кухни', 486:'Плиты'}" 500 "Плита газовая" 0
"1408" 1408 3953 54 "{576:'9-12', 550:'1', 201:'Сдам', 503:'Блочный', 567:'Не первый и не последний', 504:'На длительный срок'}" 15000 "1-к квартира, 40 м², 5/12 эт." 0
"1409" 1409 742 33 "{531:'Поселений (ИЖС)', 203:'Продам'}" 1800000 "Участок 25 сот. (ИЖС)" 0
"1410" 1410 3679 22 "{90:'44–46 (M)', 83:'Платья и юбки', 175:'Женская одежда'}" 5000 "Продам платье" 0
"1411" 1411 1261 47 "{127:'Игрушки'}" 850 "Набор lego Star Wars" 0
"1412" 1412 4225 14 "{42:'Прицепы'}" 825000 "Продам полуприцеп Грей энд Адамс, рефрижератор" 0
"1413" 1413 3928 54 "{549:'4', 201:'Продам', 498:'Панельный', 499:'Вторичка', 566:'Не первый и не последний', 575:'9-12'}" 3200000 "4-к квартира, 74 м², 3/9 эт." 0
"1414" 1414 1788 34 "{817:'Трансмиссия и привод', 5:'Запчасти', 598:'Для автомобилей'}" 7000 "Хундай санта фе привод" 0
"1415" 1415 547 26 "{132:'Музыка и фильмы'}" 100 "Диск \"\"Клуб Винкс\"\" N7" 0
"1416" 1416 4145 43 "{1283:'С пробегом', 633:'Голубой', 184:'130 000 - 139 999', 695:'Передний', 632:'1.4', 210:'Renault', 185:'Механика', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Седан', 188:'2006', 267:'Logan'}" 195000 "Renault Logan, 2006" 0
"1417" 1417 1294 34 "{709:'Шины', 731:'185', 732:'60', 733:'14', 734:'Летние', 5:'Шины, диски и колёса'}" 0 "Пара кордиант комфорт 185х60х14" 0
"1418" 1418 2840 9 "{51:'Посуда'}" 400 "Керамическая форма для запекания" 0
"1419" 1419 3771 250005 "{716:'Бытовые услуги', 718:'Ремонт и обслуживание техники'}" 0 "Срочный ремонт холодильников на дому" 0
"1420" 1420 2430 53 "{181:'Промышленное'}" 325 "Бочки 200л б/у" 0
"1421" 1421 3960 15 "{154:'Путешествия'}" 20300 "Египет - Шарм вылет 09 мая на 10 ночей" 0
"1422" 1422 1134 34 "{709:'Шины', 731:'385', 732:'55', 733:'22', 734:'Всесезонные', 5:'Шины, диски и колёса'}" 13000 "445/45 19.5 новые и б. у" 0
"1423" 1423 3960 52 "{167:'Журналы, газеты, брошюры'}" 120 "Коллекция \"\"Золотой глобус\"\" журналы и DVD" 0
"1424" 1424 1096 54 "{549:'2', 201:'Продам', 498:'Кирпичный', 499:'Вторичка', 566:'Не первый и не последний', 575:'5-8'}" 1150000 "2-к квартира, 39 м², 3/5 эт." 0
"1425" 1425 975 250005 "{716:'Ремонт, строительство'}" 300 "Стройка и ремонт" 0
"1426" 1426 1667 47 "{127:'Товары для кормления'}" 1000 "Стул-няня" 0
"1427" 1427 1359 20 "" 0 "Продаю птицу" 0
"1428" 1428 992 250006 "{712:'Полный день', 827:'Более 3 лет', 711:'Транспорт, логистика'}" 38000 "Водитель-экспедитор" 0
"1429" 1429 4145 34 "{817:'Рулевое управление', 5:'Запчасти', 598:'Для автомобилей'}" 5900 "Кулак поворотный левый HD72 5671445600" 0
"1430" 1430 343 60 "{178:'Для мальчиков', 124:'30', 110:'Обувь'}" 450 "Кроксы на ножку 19 см" 0
"1431" 1431 2536 54 "{576:'5-8', 550:'1', 201:'Сдам', 503:'Кирпичный', 567:'Не первый и не последний', 504:'На длительный срок'}" 7500 "1-к квартира, 35 м², 4/5 эт." 0
"1432" 1432 1647 38 "{45:'Кровати, диваны и кресла'}" 4000 "Диван" 0
"1433" 1433 3960 11 "{104:'Ювелирные изделия'}" 19900 "Новая золотая цепочка" 0
"1434" 1434 3976 22 "{83:'Другое', 175:'Женская одежда'}" 300 "Соблазнительные ажурные колготки" 0
"1435" 1435 3960 48 "{30:'Мопеды и скутеры'}" 38000 "Продам скутер ирбис lx" 0
"1436" 1436 3960 27 "{48:'Климатическое оборудование', 489:'Кондиционеры'}" 19900 "Мобильный (напольный) кондиционер Electrolux Новый" 0
"1437" 1437 3953 54 "{576:'9-12', 550:'1', 201:'Сдам', 503:'Панельный', 567:'Не первый и не последний', 504:'На длительный срок'}" 18000 "1-к квартира, 30 м², 2/9 эт." 0
"1438" 1438 3960 60 "{178:'Для девочек', 179:'Шапки, варежки, шарфы'}" 1700 "Шапка Tutu и варежки новое" 0
"1439" 1439 1667 60 "{178:'Для мальчиков', 124:'24', 110:'Обувь'}" 500 "Сапоги зимние фирмы- антилоппа" 0
"1440" 1440 4354 41 "{143:'iPhone'}" 10500 "Apple iPhone 4S 16 GB white" 0
"1441" 1441 3960 22 "{83:'Брюки', 85:'42–44 (S)', 175:'Женская одежда'}" 900 "Новые Джинсы 2х цветные (Германия) р.42" 0
"1442" 1442 3055 25 "{140:'Планшеты'}" 1000 "Продам срочно" 0
"1443" 1443 1653 34 "{5:'Аксессуары'}" 3500 "Насадки на выхлопную трубу ауди" 0
"1444" 1444 208 250005 "{716:'Праздники, мероприятия'}" 300 "Диснеевский выпускной из сада" 0
"1445" 1445 1110 34 "{817:'Автосвет', 5:'Запчасти', 598:'Для автомобилей'}" 4000 "Левая фара Qashqai галоген (дорестайл)" 0
"1446" 1446 3927 50 "{44:'Стройматериалы'}" 8200 "Брус профилированный в Пироговском" 0
"1447" 1447 2840 22 "{83:'Трикотаж', 93:'44–46 (M)', 175:'Женская одежда'}" 100 "Джемпер 46 разм" 0
"1448" 1448 3960 47 "{127:'Велосипеды и самокаты'}" 8950 "Rich Toys Lexus Trike original Vip надув. колеса" 0
"1449" 1449 3953 34 "{817:'Салон', 5:'Запчасти', 598:'Для автомобилей'}" 0 "Второй ряд сидений Opel Zafira A опель Зафира А" 0
"1450" 1450 832 250005 "{716:'Красота, здоровье'}" 0 "Свадебный макияж" 0
"1451" 1451 1298 42 "{202:'Продам', 556:'Дом', 525:'0'}" 850000 "Дом 79 м² на участке 11 сот." 0
"1452" 1452 4145 22 "{88:'39', 83:'Обувь', 175:'Женская одежда'}" 2100 "Новые стильные ботинки 39 р-р" 0
"1453" 1453 1156 47 "{127:'Детская мебель'}" 0 "Детская кроватка-трансфоремер+ ходунки-качалки" 0
"1454" 1454 2840 29 "{483:'Акустика'}" 670 "Активная акустичекая система velton SPS-28, 6Вт" 0
"1455" 1455 2840 53 "{181:'Другое'}" 0 "Капролон диаметр 30мм стержни" 0
"1456" 1456 3953 60 "{112:'146-152 см (10-12 лет)', 178:'Для девочек', 179:'Верхняя одежда'}" 275 "Пальто финское осень-зима" 0
"1457" 1457 3725 42 "{202:'Продам', 556:'Дом', 525:'0'}" 1900000 "Дом 120 м² на участке 5 сот." 0
"1458" 1458 1161 43 "{1283:'С пробегом', 633:'Красный', 184:'0 - 4 999', 695:'Передний', 632:'1.6', 210:'ВАЗ (LADA)', 185:'Механика', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Хетчбэк', 188:'1991', 280:'2108'}" 150000 "ВАЗ 2108, 1991" 0
"1459" 1459 2840 47 "{127:'Товары для кормления'}" 300 "Молокоотсос \"\"Мой малыш\"\"" 0
"1460" 1460 3771 60 "{178:'Для мальчиков', 124:'< 19', 110:'Обувь'}" 400 "Сандали" 0
"1461" 1461 3212 42 "{202:'Продам', 556:'Дом', 525:'0'}" 4500000 "Дом 110 м² на участке 6 сот." 0
"1462" 1462 1261 34 "{5:'Аудио- и видеотехника'}" 400 "Рамка под автомагнитолу" 0
"1463" 1463 3960 34 "{817:'Кузов', 5:'Запчасти', 598:'Для автомобилей'}" 1750 "Накладка заднего бампера Toyota Land Cruiser 200" 0
"1464" 1464 3976 500001 "{820:'Развлечения'}" 25350000 "Продам под ночной клуб 1050 кв. м, Калининский р-н" 0
"1465" 1465 3960 52 "{167:'Книги'}" 7000 "Библиотека приключений в 20 томах (1981-1983)" 0
"1466" 1466 3953 41 "{143:'Nokia'}" 350 "Nokia 5130 Xpress Music" 0
"1467" 1467 3771 53 "{181:'Промышленное'}" 9000 "Тепловая пушка Kerona P-2000E-T" 0
"1468" 1468 3921 53 "{181:'Для ресторана'}" 450 "Ножи для мясорубки М-75, fama 12-22" 0
"1469" 1469 4545 250006 "{712:'Сменный график', 827:'Более 1 года', 711:'Туризм, рестораны'}" 0 "Повара, официанты, кальянщики, тех. работники" 0
"1470" 1470 1653 11 "{104:'Бижутерия'}" 100 "Продаю колье и серьги" 0
"1471" 1471 3921 52 "{167:'Книги'}" 10000 "Редчайшая минея, 8 томов, 1905 год издания" 0
"1472" 1472 3960 34 "{817:'Автосвет', 5:'Запчасти', 598:'Для автомобилей'}" 0 "Ксеноновые фары для Авто Audi Q5" 0
"1473" 1473 3771 34 "{817:'Кузов', 5:'Запчасти', 598:'Для автомобилей'}" 0 "Nissan X-trail 31 Внутренняя часть ручки наружной" 0
"1474" 1474 1261 34 "{5:'Багажники и фаркопы'}" 14650 "Бокс (аэродинамич багажник) Junior Pre 420 графит" 0
"1475" 1475 2230 22 "{88:'37', 83:'Обувь', 175:'Женская одежда'}" 2100 "Туфли. Новые" 0
"1476" 1476 1592 14 "{42:'Автобусы'}" 160000 "Автобус Газель 3322132" 0
"1477" 1477 1344 37 "{14:'Жетоны, медали, значки'}" 1200 "Орден отечественная война -1 и 2 ст. Копия" 0
"1478" 1478 2164 22 "{176:'Другое', 175:'Мужская одежда'}" 199 "Трусы боксеры Calvin Klein. Новые. В наличии" 0
"1479" 1479 2840 41 "{143:'Samsung'}" 7000 "Samsung galaxy mega 6.3" 0
"1480" 1480 3953 50 "{44:'Стройматериалы'}" 100 "Для маяков крепления - \"\"Креммер\"\"" 0
"1481" 1481 992 34 "{817:'Кузов', 5:'Запчасти', 598:'Для автомобилей'}" 10000 "Заднее левое крыло Honda Accord 06г. в" 0
"1482" 1482 346 42 "{202:'Продам', 556:'Коттедж', 525:'0'}" 4999000 "Коттедж 100 м² на участке 30 сот." 0
"1483" 1483 3921 500001 "{820:'Интернет-магазин'}" 0 "Интернет-магазин под ключ (франшиза)" 0
"1484" 1484 2478 43 "{258:'E-класс', 1283:'С пробегом', 633:'Синий', 184:'240 000 - 249 999', 695:'Задний', 632:'2.4', 210:'Mercedes-Benz', 185:'Автомат', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Седан', 188:'1998'}" 3e+05 "Mercedes-Benz E-класс, 1998" 0
"1485" 1485 2375 43 "{1283:'С пробегом', 633:'Чёрный', 184:'220 000 - 229 999', 695:'Полный', 632:'4.6', 210:'Land Rover', 185:'Автомат', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Внедорожник', 188:'1997', 253:'Range Rover'}" 2e+05 "Land Rover Range Rover, 1997" 0
"1486" 1486 1667 14 "{42:'Грузовики'}" 3210000 "Маз 6501W6-421-000 самосвал U-образный Cummins 360" 0
"1487" 1487 1344 34 "{817:'Автосвет', 5:'Запчасти', 598:'Для автомобилей'}" 4500 "Фара на nissan bluebird sylphy 10 1723" 0
"1488" 1488 3960 34 "{817:'Двигатель', 5:'Запчасти', 598:'Для автомобилей'}" 0 "Двигатель для Шеви Трейлблейзер 4.2, LL8 и АКПП" 0
