"AdID" "LocationID" "CategoryID" "Params" "Price" "Title" "IsContext"
"873" 873 346 50 "{44:'Стройматериалы'}" 12239 "63-15-8 плита перекрытия" 0
"874" 874 3953 11 "{104:'Бижутерия'}" 1500 "Брошь винтажная с перламутром" 0
"875" 875 1592 250004 "{714:'Строительство', 715:'Полный день', 822:'Среднее', 823:'10', 824:'Мужской', 825:'31'}" 0 "Ищу работу в Анапе" 0
"876" 876 44 54 "{549:'3', 201:'Продам', 498:'Кирпичный', 499:'Новостройка', 566:'Не первый и не последний', 575:'13-16'}" 2100000 "3-к квартира, 75 м², 11/14 эт." 0
"877" 877 1788 250005 "{716:'Ремонт, строительство'}" 100 "Лестницы для вас" 0
"878" 878 3917 47 "{127:'Детская мебель'}" 2250 "Кресло-Качалка. Шезлонг" 0
"879" 879 2685 41 "{143:'iPhone'}" 1000 "EarPods" 0
"880" 880 3350 26 "{132:'Телевизоры и проекторы'}" 18000 "Philips 40PFL3108T" 0
"881" 881 44 34 "{817:'Топливная и выхлопная системы', 5:'Запчасти', 598:'Для автомобилей'}" 3500 "Глушитель (задняя часть) для Тойота Королла 150" 0
"882" 882 3282 34 "{817:'Двигатель', 5:'Запчасти', 598:'Для автомобилей'}" 1300 "Кпп ВАЗ 2106" 0
"883" 883 1301 250005 "{716:'Ремонт, строительство'}" 0 "Бетонные работы" 0
"884" 884 3976 53 "{181:'Для ресторана'}" 16337.5 "Аппарат для сахарной ваты Gastrorag/ WY-MF01" 0
"885" 885 547 41 "{143:'Nokia'}" 25600 "Carbon Arte - Nokia. новый оригинал" 0
"886" 886 1653 43 "{1283:'С пробегом', 633:'Чёрный', 1159:0, 210:'Chevrolet', 184:'90 000 - 94 999', 1162:0, 1165:0, 1135:0, 632:'0.8', 1138:0, 695:'Передний', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Хетчбэк', 188:'2007', 232:'Spark', 185:'Автомат'}" 220000 "Chevrolet Spark, 2007" 0
"887" 887 3960 43 "{1283:'С пробегом', 633:'Белый ', 1159:0, 210:'Hyundai', 184:'0 - 4 999', 1162:0, 1165:0, 1135:0, 632:'2.0', 1138:0, 246:'ix35', 695:'Передний', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Кроссовер', 188:'2014', 185:'Автомат'}" 1100000 "Hyundai ix35, 2014" 0
"888" 888 3960 250004 "{714:'Строительство', 715:'Полный день', 822:'Высшее', 823:'31', 824:'Женский', 825:'55'}" 50000 "Инженер-сметчик" 0
"889" 889 547 44 "{223:'Оборудование и аксессуары'}" 500 "Ванночки" 0
"890" 890 1061 13 "{137:'Игровые приставки'}" 4000 "PS2" 0
"891" 891 3939 34 "{817:'Двигатель', 5:'Запчасти', 598:'Для автомобилей'}" 200 "0B3C710602B Сальник коленвала перед. Spectra" 0
"892" 892 942 50 "{44:'Сантехника и сауна'}" 30500 "Электрический котёл \"\"галакс-18\"\"" 0
"893" 893 3976 43 "{1283:'С пробегом', 633:'Серебряный ', 184:'130 000 - 139 999', 695:'Полный', 632:'2.0', 210:'Honda', 244:'CR-V', 185:'Автомат', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Кроссовер', 188:'2007'}" 795000 "Honda CR-V, 2007" 0
"894" 894 1261 34 "{709:'Шины', 731:'185', 732:'65', 733:'15', 734:'Летние', 5:'Шины, диски и колёса'}" 1100 "2 шины goodyear R15 лето на 2 сезона" 0
"895" 895 3928 250006 "{712:'Полный день', 827:'Более 1 года', 711:'Строительство'}" 0 "Специалисты по мокрым фасадам" 0
"896" 896 3953 38 "{45:'Шкафы и комоды'}" 7745 "Комод \"\"Т-5\"\"" 0
"897" 897 1957 29 "{483:'Мониторы'}" 4000 "Монитор LCD 20\"\" Samsung SyncMaster 2043NW" 0
"898" 898 3370 250005 "{716:'Ремонт, строительство'}" 1000 "Ремонт. Строительство" 0
"899" 899 3127 42 "{202:'Продам', 556:'Таунхаус', 525:'0'}" 4500000 "Таунхаус 140 м² на участке 2 сот." 0
"900" 900 3022 34 "{5:'Аксессуары'}" 500 "Дефлекторы боковых окон lada kalina" 0
"901" 901 992 34 "{817:'Кузов', 5:'Запчасти', 598:'Для автомобилей'}" 5000 "Накладки на пороги + кронштейны BMW X5 e70" 0
"902" 902 3679 250006 "{712:'Полный день', 827:'Не имеет значения', 711:'Транспорт, логистика'}" 20000 "Водитель категории С" 0
"903" 903 3953 52 "{167:'Книги'}" 250 "Ректификация термически нестойких продуктов" 0
"904" 904 992 60 "{178:'Для девочек', 179:'Обувь', 125:'30'}" 1000 "Сапожки Geox" 0
"905" 905 4194 34 "{817:'Двигатель', 5:'Запчасти', 598:'Для автомобилей'}" 600 "Трамблер 2101 для бесконтактного зажигания" 0
"906" 906 44 22 "{83:'Верхняя одежда', 86:'40–42 (XS)', 175:'Женская одежда'}" 2000 "Продам пальто" 0
"907" 907 547 54 "{576:'5-8', 550:'2', 201:'Сдам', 503:'Кирпичный', 567:'Не первый и не последний', 504:'На длительный срок'}" 18000 "2-к квартира, 60 м², 3/5 эт." 0
"908" 908 227 25 "{140:'Планшеты'}" 2200 "Oysters" 0
"909" 909 2685 22 "{88:'< 35', 83:'Обувь', 175:'Женская одежда'}" 500 "Туфли" 0
"910" 910 3533 22 "{83:'Свадебные платья', 476:'42–44 (S)', 175:'Женская одежда'}" 50000 "Продаю свабедное платье" 0
"911" 911 4005 54 "{549:'2', 201:'Продам', 498:'Кирпичный', 499:'Вторичка', 566:'Не последний', 575:'< 5'}" 2360000 "2-к квартира, 43 м², 1/4 эт." 0
"912" 912 3960 44 "{223:'Оборудование и аксессуары'}" 16500 "Компендиум proaim MB-900 (шторки, бленда )" 0
"913" 913 2894 43 "{1283:'С пробегом', 633:'Серебряный ', 184:'80 000 - 84 999', 695:'Передний', 632:'1.6', 210:'ВАЗ (LADA)', 185:'Механика', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Седан', 188:'2012', 280:'Priora'}" 265000 "LADA Priora, 2012" 0
"914" 914 3725 50 "{44:'Окна и балконы'}" 1000 "Окно пластиковое" 0
"915" 915 1261 34 "{5:'Аудио- и видеотехника'}" 44200 "Усилитель eton DSP 8 CAN" 0
"916" 916 696 60 "{178:'Для девочек', 179:'Обувь', 125:'26'}" 300 "Сандали для девочки" 0
"917" 917 3960 18 "" 750 "Ботинки с высокими берцами (Берцы) облегченные с б" 0
"918" 918 1294 34 "{817:'Салон', 5:'Запчасти', 598:'Для автомобилей'}" 0 "Обивка задней двери на Сузуки Г В 3, 2008 г в" 0
"919" 919 1461 22 "{88:'37', 83:'Обувь', 175:'Женская одежда'}" 800 "Продам резиновые сапоги" 0
"920" 920 1261 250005 "{716:'Питание, кейтеринг'}" 1000 "Оформление вашего мероприяти" 0
"921" 921 3771 34 "{5:'Запчасти', 598:'Для водного транспорта'}" 64800 "Подвесной лодочный мотор Sea Pro Т 15S" 0
"922" 922 3594 250004 "{714:'Без опыта, студенты', 715:'Полный день', 822:'Среднее', 823:'1', 824:'Женский', 825:'24'}" 5000 "Любая" 0
"923" 923 2610 50 "{44:'Стройматериалы'}" 360 "Теплоизоляционная краска \"\"корунд\"\"" 0
"924" 924 3960 41 "{143:'Номера и SIM-карты'}" 100 "Красивые номера безлимитные тарифы 9032073333" 0
"925" 925 3960 41 "{143:'Explay'}" 9999 "Обмен на ВАЗ" 0
"926" 926 3960 34 "{817:'Кузов', 5:'Запчасти', 598:'Для автомобилей'}" 0 "Бампер Шевроле Chevrolet Trail Blazer Передний" 0
"927" 927 3505 14 "{42:'Сельхозтехника'}" 170000 "Мтз 82.1 2013 г. в" 0
"928" 928 992 53 "{181:'Другое'}" 8270 "Бензиновый однофазный генератор ergomax ER1200" 0
"929" 929 1653 38 "{45:'Кровати, диваны и кресла'}" 14000 "Диван б/у" 0
"930" 930 3960 34 "{817:'Подвеска', 5:'Запчасти', 598:'Для автомобилей'}" 0 "Блок пневмо подвески кадилак эскалейд" 0
"931" 931 3960 38 "{45:'Предметы интерьера, искусство'}" 1000 "1864 год. Старинная гравюра мода акварель, O5608" 0
"932" 932 3960 38 "{45:'Предметы интерьера, искусство'}" 32000 "Продам картину (зимний пейзаж, масло)" 0
"933" 933 3960 34 "{817:'Электрооборудование', 5:'Запчасти', 598:'Для автомобилей'}" 6500 "Новый генератор на Форд Мондео" 0
"934" 934 3917 32 "{536:'Сдам', 554:'Офисное помещение'}" 10000 "Офисное помещение, 30 м²" 0
"935" 935 2275 47 "{127:'Детские коляски'}" 0 "Прогулочную коляску Geoby на запчасти" 0
"936" 936 3953 53 "{181:'Другое'}" 5000 "Индикатор сопротивления ммв" 0
"937" 937 1294 32 "{536:'Сдам', 554:'Помещение свободного назначения'}" 0 "Помещение свободного назначения, 7.5 м²" 0
"938" 938 2323 43 "{1283:'С пробегом', 633:'Синий', 260:'Sunny', 1159:0, 210:'Nissan', 184:'330 000 - 339 999', 1162:0, 1165:0, 1135:0, 1329:'1.9', 1138:0, 695:'Передний', 696:'левый', 697:'Не битый', 186:'Дизель', 187:'Универсал', 188:'1992', 185:'Механика'}" 0 "Nissan Sunny, 1992" 0
"939" 939 992 43 "{1283:'С пробегом', 633:'Чёрный', 1159:0, 210:'Skoda', 184:'100 000 - 109 999', 1162:0, 1165:0, 1135:0, 272:'Octavia', 632:'1.8', 1138:0, 695:'Передний', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Хетчбэк', 188:'2011', 185:'Механика'}" 620000 "Skoda Octavia, 2011" 0
"940" 940 813 42 "{202:'Продам', 556:'Дом', 525:'5'}" 5500000 "Дом 150 м² на участке 12 сот." 0
"941" 941 2643 37 "{14:'Открытки'}" 0 "Димитровград (набор открыток)" 0
"942" 942 1040 2 "" 9999 "Ноут бук обмен продажа" 0
"943" 943 3904 43 "{1283:'С пробегом', 633:'Зелёный', 184:'130 000 - 139 999', 695:'Задний', 281:'ГАЗель 2705', 632:'2.0', 210:'ГАЗ', 185:'Механика', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Микроавтобус', 188:'1999'}" 75000 "ГАЗ ГАЗель 2705, 1999" 0
"944" 944 3953 15 "{154:'Путешествия'}" 1000 "Путешествие в Финляндию на 1 день" 0
"945" 945 1653 34 "{817:'Кузов', 5:'Запчасти', 598:'Для автомобилей'}" 0 "Бампер задний Рено Логан с 2010 по 2014 год" 0
"946" 946 3960 34 "{800:'112', 801:'50', 5:'Шины, диски и колёса', 709:'Диски', 796:'Литые', 797:'16', 798:'6.5', 799:'5'}" 20200 "Литые диски 5x112 5-112 5112 16\"\" R16 5х112 Р16" 0
"947" 947 3960 47 "{127:'Игрушки'}" 2000 "N233 Дьюс (база), одежда Монстр Хай" 0
"948" 948 3061 34 "{817:'Двигатель', 5:'Запчасти', 598:'Для автомобилей'}" 8900 "Клапан EGR Ford Transit 2.2, 2.4" 0
"949" 949 3960 51 "{148:'Расходные материалы', 485:'Картриджи'}" 7000 "Картридж новый оригинальный 106R01075" 0
"950" 950 1729 60 "{178:'Для девочек', 179:'Другое'}" 300 "Одежда для девочки 2-3 года" 0
"951" 951 3953 16 "{162:'Аксессуары'}" 750 "Метроном intelli" 0
"952" 952 2473 38 "{45:'Другое'}" 500 "Подушка-смайлик" 0
"953" 953 3771 6 "{200:'Продам', 511:'3', 564:'Не первый', 517:'Кирпичный', 573:'< 5'}" 665000 "Комната 20 м² в 3-к, 2/2 эт." 0
"954" 954 3960 50 "{44:'Садовая техника'}" 470 "Шланг X-hose 15м - оптом" 0
"955" 955 227 13 "{137:'Игры для приставок'}" 0 "Обмен играми для ps4" 0
"956" 956 3953 22 "{88:'40', 83:'Обувь', 175:'Женская одежда'}" 2000 "Босоножки нат замша" 0
"957" 957 2840 34 "{817:'Топливная и выхлопная системы', 5:'Запчасти', 598:'Для автомобилей'}" 0 "Бензонасос Honda" 0
"958" 958 1653 34 "{817:'Кузов', 5:'Запчасти', 598:'Для автомобилей'}" 1000 "Зеркало рено логан" 0
"959" 959 1344 250006 "{712:'Удалённая работа', 827:'Не имеет значения', 711:'IT, интернет, телеком'}" 25000 "Проведение презентаций онлайн, для мам" 0
"960" 960 2685 22 "{176:'Брюки', 175:'Мужская одежда', 95:'48–50 (L)'}" 50 "Продаются брюки муж. летние размер 48-50" 0
"961" 961 3921 250005 "{716:'Ремонт, строительство'}" 1000 "Все виды работ по электро-монтожу" 0
"962" 962 3960 53 "{181:'Промышленное'}" 220000 "Плуг оборотный трехкорпусный пно-35х3" 0
"963" 963 3533 250006 "{712:'Полный день', 827:'Более 1 года', 711:'Строительство'}" 20000 "Требуется мастер" 0
"964" 964 1344 34 "{817:'Кузов', 5:'Запчасти', 598:'Для автомобилей'}" 3000 "Крышка багажника гольф 4" 0
"965" 965 2591 54 "{576:'5-8', 550:'1', 201:'Сдам', 503:'Блочный', 567:'Не первый', 504:'На длительный срок'}" 8000 "1-к квартира, 30 м², 5/5 эт." 0
"966" 966 547 5 "{165:'Зимние виды спорта'}" 1600 "Коньки фигурные-40р" 0
"967" 967 3953 34 "{817:'Тормозная система', 5:'Запчасти', 598:'Для автомобилей'}" 1500 "Суппорт задний правый ланцер 9" 0
"968" 968 2840 22 "{83:'Верхняя одежда', 86:'40–42 (XS)', 175:'Женская одежда'}" 650 "Продам плащ. Цвет черный. Размер 34" 0
"969" 969 3939 11 "{104:'Часы'}" 1000 "Продаются часы N11" 0
"970" 970 3960 37 "{14:'Другое'}" 6000 "Фарфоровые статуэтки" 0
"971" 971 1788 34 "{709:'Шины', 731:'265', 732:'65', 733:'17', 734:'Зимние шипованные', 5:'Шины, диски и колёса'}" 6800 "Шина зимняя шип. Hankook I Pike RW11 265/65 R17" 0
"972" 972 3960 37 "{14:'Монеты'}" 3500 "20 франков 1913 года" 0
"973" 973 3953 37 "{14:'Другое'}" 4500 "Антикварная статуэтка Fraureuth \"\"Борзая с золотым" 0
"974" 974 1294 47 "{127:'Игрушки'}" 1000 "Паравозик \"\"Chicco\"\"" 0
"975" 975 3022 6 "{200:'Продам', 511:'1', 564:'Не первый и не последний', 517:'Кирпичный', 573:'5-8'}" 6e+05 "Комната 14 м² в 1-к, 4/5 эт." 0
"976" 976 3953 45 "{211:'Той-терьер'}" 0 "Вязка той-терьер" 0
"977" 977 44 34 "{5:'Запчасти', 598:'Для спецтехники'}" 25000 "ЗИЛ бычок (Балка усиленная)" 0
"978" 978 2077 250005 "{716:'Транспорт, перевозки', 717:'Аренда спецтехники'}" 0 "В наличии Автокран от 5-60 тонн" 0
"979" 979 3939 11 "{104:'Бижутерия'}" 200 "Колье лукреция" 0
"980" 980 733 29 "{483:'Аксессуары'}" 250 "Переходник minidisplayport-displayport" 0
"981" 981 2685 38 "{45:'Кровати, диваны и кресла'}" 10800 "Диван-кровать \"\"Минидиван 750\"\"" 0
"982" 982 3953 47 "{127:'Детская мебель'}" 800 "Качели электронные" 0
"983" 983 3953 22 "{175:'Аксессуары'}" 150 "Сумка 2 в 1" 0
"984" 984 2621 42 "{202:'Продам', 556:'Дом', 525:'0'}" 1200000 "Дом 47 м² на участке 3 сот." 0
"985" 985 3960 53 "{181:'Для ресторана'}" 12865 "Аппарат для сахарной ваты airhot CF-1 в Москве" 0
"986" 986 3960 5 "{165:'Зимние виды спорта'}" 350 "Шайба хоккейная Виктор Жлуктов" 0
"987" 987 3921 31 "{212:'Курильский бобтейл'}" 0 "Март - пора любви" 0
"988" 988 1788 60 "{178:'Для мальчиков', 110:'Другое'}" 300 "Костюм на мальчика 9-12 мес" 0
"989" 989 3960 37 "{14:'Монеты'}" 100 "1 руб 1999 года ммд и спмд не юбилейные" 0
"990" 990 3960 34 "{709:'Шины', 731:'235', 732:'45', 733:'17', 734:'Летние', 5:'Шины, диски и колёса'}" 3500 "Продаю 235/45/ R17 Dunlop SP Sport Fast Trec" 0
"991" 991 2225 38 "{45:'Шкафы и комоды'}" 12500 "Прихожая" 0
"992" 992 3961 37 "{14:'Другое'}" 30 "Магнитики на холодильник в кол-ве 30 штук" 0
"993" 993 1000002 54 "{549:'2', 201:'Продам', 498:'Монолитный', 499:'Новостройка', 566:'Не первый и не последний', 575:'9-12'}" 22500000 "2-к квартира, 87 м², 2/10 эт." 0
"994" 994 1220 43 "{1283:'С пробегом', 633:'Серебряный ', 184:'100 000 - 109 999', 695:'Передний', 632:'1.6', 210:'ВАЗ (LADA)', 185:'Механика', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Седан', 188:'2007', 280:'2115 Samara'}" 150000 "ВАЗ 2115 Samara, 2007" 0
"995" 995 2757 5 "{165:'Другое'}" 4000 "Спортивный уголок (Детский)" 0
"996" 996 1729 22 "{83:'Нижнее бельё', 175:'Женская одежда', 491:'> 50 (XXL)'}" 250 "Бюстгальтер 95 D" 0
"997" 997 1553 33 "{531:'Поселений (ИЖС)', 203:'Продам'}" 250000 "Участок 20 сот. (ИЖС)" 0
"998" 998 564 54 "{576:'5-8', 550:'2', 201:'Сдам', 503:'Кирпичный', 567:'Не первый и не последний', 504:'На длительный срок'}" 6000 "2-к квартира, 46 м², 3/5 эт." 0
"999" 999 3953 34 "{817:'Двигатель', 5:'Запчасти', 598:'Для автомобилей'}" 6500 "Продам поршни golf 4 дв.1.4L AKQ/APE/AXP d77.0" 0
"1000" 1000 1261 43 "{1283:'С пробегом', 633:'Красный', 1159:0, 210:'Dodge', 184:'260 000 - 269 999', 1162:0, 1165:0, 1135:0, 632:'4.7', 1138:0, 237:'Ram', 695:'Полный', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Пикап', 188:'2002', 185:'Автомат'}" 946000 "Dodge Ram, 2002" 0
"1001" 1001 3976 60 "{178:'Для девочек', 179:'Брюки', 111:'134-140 см (8-10 лет)'}" 300 "Белые брюки на 9-10 лет(р.140)" 0
"1002" 1002 3505 27 "{48:'Для кухни', 486:'Плиты'}" 10000 "Стеклокерамическая плита kaiser" 0
"1003" 1003 1957 14 "{42:'Грузовики'}" 650000 "Volvo F10" 0
"1004" 1004 547 34 "{5:'Аудио- и видеотехника'}" 3500 "VW магнитола Premium 7" 0
"1005" 1005 4455 34 "{802:'13', 803:'Штампованные', 804:'Летние', 5:'Шины, диски и колёса', 806:'70', 808:'4', 809:'98', 709:'Колёса', 805:'175'}" 6500 "Planet 175/70/13" 0
"1006" 1006 3960 22 "{83:'Свадебные платья', 476:'Без размера', 175:'Женская одежда'}" 2000 "Свадебная фата. Новая" 0
"1007" 1007 1579 34 "{817:'Тормозная система', 5:'Запчасти', 598:'Для автомобилей'}" 400 "Главный тормозной цилиндр ВАЗ 2108, 2110, 2114" 0
"1008" 1008 2840 60 "{120:'50-56 cм (0-2 мес)', 178:'Для мальчиков', 110:'Комбинезоны и боди'}" 100 "Песочник и бодик за шоколад" 0
"1009" 1009 3953 52 "{167:'Книги'}" 80 "Кошки" 0
"1010" 1010 3618 47 "{127:'Детские коляски'}" 5000 "Коляска-трансформер для двойни" 0
"1011" 1011 1370 45 "{211:'Чихуахуа'}" 8000 "Щенки чихуа. Маленькие детки" 0
"1012" 1012 3424 54 "{549:'3', 201:'Продам', 498:'Кирпичный', 499:'Вторичка', 566:'Не первый и не последний', 575:'9-12'}" 2175000 "3-к квартира, 60 м², 4/9 эт." 0
"1013" 1013 2875 38 "{45:'Кухонные гарнитуры'}" 5000 "Кухонный гарнитур" 0
"1014" 1014 2840 32 "{536:'Сдам', 554:'Производственное помещение'}" 13750 "Производственное помещение, 25 м²" 0
"1015" 1015 1980 43 "{1283:'Новые', 633:'Синий', 1159:0, 210:'Volkswagen', 1162:0, 1165:0, 1135:0, 632:'1.6', 1138:0, 278:'Polo', 695:'Передний', 696:'левый', 185:'Механика', 186:'Бензин', 187:'Седан', 188:'2014'}" 585000 "Volkswagen Polo, 2014" 0
"1016" 1016 2430 54 "{201:'Сниму', 765:'На длительный срок', 551:'1'}" 16000 "Сниму 1-к квартиру" 0
"1017" 1017 2430 33 "{531:'Поселений (ИЖС)', 203:'Продам'}" 4e+05 "Участок 33 сот. (ИЖС)" 0
"1018" 1018 1957 29 "{483:'Комплектующие', 631:'Видеокарты'}" 1300 "Видеокарта PCI-E 1024Mb 64 bit Radeon HD6570" 0
"1019" 1019 3953 34 "{817:'Кузов', 5:'Запчасти', 598:'Для автомобилей'}" 1400 "Защита кпп бмв Х6 Е71" 0
"1020" 1020 3771 6 "" 5000 "Комната 15 м² в 2-к, 9/16 эт." 0
"1021" 1021 1079 47 "{127:'Товары для кормления'}" 45 "Каша Малютка" 0
"1022" 1022 2741 32 "{536:'Продам', 579:'Производственное помещение'}" 9e+06 "Производственная база, 1 га, 1500 м²" 0
"1023" 1023 343 50 "{44:'Садовая техника'}" 10000 "Бензиновая станция" 0
"1024" 1024 3540 34 "{817:'Кузов', 5:'Запчасти', 598:'Для автомобилей'}" 2500 "Крыло переднее правое хонда цивик орегинал Бу" 0
"1025" 1025 926 13 "{137:'Игровые приставки'}" 17000 "Приставка PS4" 0
"1026" 1026 4442 34 "{709:'Шины', 731:'185', 732:'65', 733:'13', 734:'Зимние шипованные', 5:'Шины, диски и колёса'}" 500 "Одиночька" 0
"1027" 1027 4471 250006 "{712:'Сменный график', 827:'Не имеет значения', 711:'Фитнес, салоны красоты'}" 15000 "Парикмахер" 0
"1028" 1028 747 42 "{202:'Продам', 556:'Дом', 525:'2'}" 4e+06 "Дом 85 м² на участке 12.8 сот." 0
"1029" 1029 547 41 "{143:'Nokia'}" 4000 "Nokia Lumia 800" 0
"1030" 1030 3976 43 "{1283:'С пробегом', 633:'Синий', 1159:0, 210:'ВАЗ (LADA)', 184:'120 000 - 129 999', 1162:0, 1165:0, 1135:0, 632:'1.4', 1138:0, 280:'2112', 695:'Передний', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Хетчбэк', 188:'2004', 185:'Механика'}" 107000 "ВАЗ 2112, 2004" 0
"1031" 1031 3960 60 "{178:'Для мальчиков', 124:'23', 110:'Обувь'}" 400 "Обувь для мальчика \"\"Котофей\"\" р.23" 0
"1032" 1032 3960 34 "{817:'Электрооборудование', 5:'Запчасти', 598:'Для автомобилей'}" 1500 "Фара правая Каунти/County" 0
"1033" 1033 2164 34 "{817:'Кузов', 5:'Запчасти', 598:'Для автомобилей'}" 4250 "Фонарь задний Infiniti FX 35/45 (S50)" 0
"1034" 1034 1722 31 "{212:'Британская'}" 0 "Милые пушистики" 0
"1035" 1035 992 34 "{817:'Кузов', 5:'Запчасти', 598:'Для автомобилей'}" 3500 "Радиатор для Hyundai Tucson sakura 32211011" 0
"1036" 1036 346 54 "{576:'13-16', 550:'2', 201:'Сдам', 503:'Кирпичный', 567:'Не первый и не последний', 504:'На длительный срок'}" 25000 "2-к квартира, 68 м², 2/16 эт." 0
"1037" 1037 2474 34 "{5:'Запчасти', 598:'Для мототехники'}" 300 "Фара для Ява-морковка" 0
"1038" 1038 3290 43 "{258:'Sprinter', 1283:'С пробегом', 633:'Белый ', 1159:0, 210:'Mercedes-Benz', 184:'380 000 - 389 999', 1162:0, 1165:0, 1135:0, 1329:'2.4', 1138:0, 695:'Задний', 696:'левый', 697:'Не битый', 186:'Дизель', 187:'Микроавтобус', 188:'1998', 185:'Механика'}" 350000 "Mercedes-Benz Sprinter, 1998" 0
"1039" 1039 2230 18 "" 500 "Воблер \"\"strike PRO\"\"" 0
"1040" 1040 3953 34 "{817:'Топливная и выхлопная системы', 5:'Запчасти', 598:'Для автомобилей'}" 0 "Топливная форсунка 0445110078 Volvo" 0
"1041" 1041 1301 250004 "{714:'Автомобильный бизнес', 715:'Полный день'}" 20000 "Инженер" 0
"1042" 1042 3953 22 "{96:'52–54 (XXL)', 176:'Верхняя одежда', 175:'Мужская одежда'}" 9000 "Куртка мужская новая Утепленная- Нат. кожа" 0
"1043" 1043 4145 38 "{45:'Шкафы и комоды'}" 15900 "Гостиная Гранада новая в упаковке" 0
"1044" 1044 204 42 "{202:'Продам', 556:'Дом', 525:'15'}" 8e+05 "Дом 40 м² на участке 12 сот." 0
"1045" 1045 3807 60 "{178:'Для девочек', 179:'Обувь', 125:'24'}" 390 "Ботинки утепленные 24 р-р" 0
"1046" 1046 3953 250005 "{716:'Ремонт, строительство'}" 25000 "Ремонт и дизайн в квартире-студии" 0
"1047" 1047 4145 47 "{127:'Детские коляски'}" 10000 "Продам кoляску Capella S-901" 0
"1048" 1048 3198 29 "{483:'Комплектующие', 631:'Контроллеры'}" 2000 "Матрицы для Старинных ноутбуков" 0
"1049" 1049 4471 34 "{817:'Подвеска', 5:'Запчасти', 598:'Для автомобилей'}" 5000 "Подвеска ауди 80 кватро audi quattro" 0
"1050" 1050 2840 54 "{549:'Студия', 201:'Продам', 498:'Монолитный', 499:'Новостройка', 566:'Не первый и не последний', 575:'13-16'}" 5e+05 "Студия, 20 м², 3/13 эт." 0
"1051" 1051 992 22 "{90:'42–44 (S)', 83:'Платья и юбки', 175:'Женская одежда'}" 600 "Блузка без рукавов Zara" 0
"1052" 1052 3953 38 "{45:'Столы и стулья'}" 450 "Стул Адде" 0
"1053" 1053 992 4 "{156:'Запчасти и аксессуары'}" 1200 "Продам туристический велобаул Манарага \"\"Штаны\"\"" 0
"1054" 1054 1636 53 "{181:'Другое'}" 39000 "Шиномонтажный станок полуавтоматический 1850" 0
"1055" 1055 3953 22 "{175:'Аксессуары'}" 1490 "Новые очки Ray Ban Aviator / N108" 0
"1056" 1056 3960 34 "{817:'Кузов', 5:'Запчасти', 598:'Для автомобилей'}" 0 "Зеркало митсубиси кольт" 0
"1057" 1057 2474 54 "{549:'1', 201:'Продам', 498:'Кирпичный', 499:'Новостройка', 566:'Не первый и не последний', 575:'9-12'}" 1455000 "1-к квартира, 35 м², 8/12 эт." 0
"1058" 1058 2277 54 "{576:'5-8', 550:'1', 201:'Сдам', 503:'Кирпичный', 567:'Не первый и не последний', 504:'На длительный срок'}" 15000 "1-к квартира, 45 м², 7/8 эт." 0
"1059" 1059 3193 54 "{549:'2', 201:'Продам', 498:'Монолитный', 499:'Вторичка', 566:'Не последний', 575:'< 5'}" 970000 "2-к квартира, 47 м², 1/1 эт." 0
"1060" 1060 1464 34 "{817:'Подвеска', 5:'Запчасти', 598:'Для автомобилей'}" 0 "Стол заказов по импортным запчастям" 0
"1061" 1061 3960 43 "{1283:'С пробегом', 260:'Primera', 633:'Пурпурный', 184:'180 000 - 189 999', 695:'Передний', 632:'1.8', 210:'Nissan', 185:'Механика', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Универсал', 188:'2000'}" 180000 "Nissan Primera, 2000" 0
"1062" 1062 163 42 "{528:'На длительный срок', 202:'Сдам', 557:'Дом', 526:'1'}" 23989 "Дом 110 м² на участке 2.3 сот." 0
"1063" 1063 3018 26 "{132:'Усилители и ресиверы'}" 4500 "Cпутниковый ресивер" 0
"1064" 1064 3960 26 "{132:'Музыкальные центры, магнитолы'}" 1500 "Караоке-приставка LG FL-R900K" 0
"1065" 1065 346 36 "" 30000 "Мощный и продуманный компьютер" 0
"1066" 1066 3540 31 "{212:'Британская'}" 2500 "Британская девочка / хайлендер" 0
"1067" 1067 3960 22 "{83:'Верхняя одежда', 86:'> 50 (XXL)', 175:'Женская одежда'}" 9500 "Новое Демисезонное пальто \"\"Монако\"\" размер 50-52-54" 0
"1068" 1068 812 8 "{220:'Девушка ищет парня', 221:'Любовь и отношения', 222:'38'}" 0 "Виктория, 38" 0
"1069" 1069 1667 250005 "{716:'Ремонт, строительство'}" 1100 "Утепление стен снаружи" 0
"1070" 1070 642 43 "{227:'TT', 633:'Синий', 1159:0, 210:'Audi', 184:'200 000 - 209 999', 1162:0, 1165:0, 1135:0, 632:'1.2', 1138:0, 1283:'С пробегом', 695:'Передний', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Седан', 188:'2002', 185:'Механика'}" 2000 "Audi TT, 2002" 0
