"SearchID" "SearchDate" "IPID" "UserID" "IsUserLoggedOn" "SearchQuery" "LocationID" "CategoryID" "SearchParams"
"6736" 6841 "2015-04-27 14:35:46.0" 1205820 2719107 1 "" 3960 22 "{83:'Обувь', 175:'Женская одежда'}"
"6737" 6842 "2015-04-27 09:33:29.0" 1016559 2841226 0 "" 1822 46 ""
"6738" 6843 "2015-05-15 14:58:44.0" 1180354 315924 0 "" 176 22 ""
"6739" 6844 "2015-04-28 11:03:45.0" 2081 3656967 0 "генератор" 3960 1 ""
"6740" 6845 "2015-05-06 21:48:11.0" 822005 2550663 0 "уборка" 1270 0 ""
"6741" 6846 "2015-05-13 16:31:50.0" 1970993 3390079 0 "" 2840 4 "{156:'Дорожные'}"
"6742" 6847 "2015-05-14 20:29:02.0" 1106469 2437248 0 "" 4442 1 ""
"6743" 6848 "2015-05-01 17:12:01.0" 20785 186465 1 "" 3960 60 "{124:'34', 110:'Обувь', 178:'Для мальчиков'}"
"6744" 6849 "2015-04-27 15:43:25.0" 1145312 2884037 0 "кеды converse" 3953 22 "{83:'Обувь', 175:'Женская одежда', 88:'36'}"
"6745" 6850 "2015-05-14 11:40:48.0" 404317 3503970 1 "" 3939 1 ""
"6746" 6851 "2015-05-10 21:50:00.0" 1848102 3302803 0 "" 2250 4 ""
"6747" 6852 "2015-04-26 14:53:15.0" 1299231 1813965 0 "" 3953 22 "{176:'Верхняя одежда', 175:'Мужская одежда', 96:'52–54 (XXL)'}"
"6748" 6853 "2015-05-12 07:44:33.0" 84187 953390 0 "" 2430 38 "{45:'Освещение'}"
"6749" 6854 "2015-04-29 13:15:43.0" 559542 1847184 1 "" 3953 38 ""
"6750" 6855 "2015-05-06 13:08:50.0" 2143559 3453733 0 "детский спортивный комплекс" 1194 0 ""
"6751" 6856 "2015-05-07 12:58:04.0" 1670737 1430436 1 "" 992 38 ""
"6752" 6857 "2015-05-05 17:20:12.0" 580619 2560296 1 "лада гранта" 926 34 ""
"6753" 6858 "2015-05-05 06:46:45.0" 1667485 3497239 1 "" 3802 38 ""
"6754" 6859 "2015-05-10 09:48:47.0" 156593 3463116 1 "балетки" 346 22 ""
"6755" 6860 "2015-05-07 18:09:35.0" 831437 297332 1 "" 44 50 ""
"6756" 6861 "2015-05-04 22:05:12.0" 481944 711033 0 "" 1261 53 ""
"6757" 6862 "2015-04-25 19:42:22.0" 1311180 198911 0 "" 2430 60 ""
"6758" 6863 "2015-05-15 15:21:13.0" 61642 668396 0 "" 743 28 ""
"6759" 6864 "2015-05-03 23:29:17.0" 146990 1672679 1 "5x112" 3960 0 ""
"6760" 6865 "2015-05-09 20:29:34.0" 872779 1521398 1 "" 230 22 "{176:'Обувь', 175:'Мужская одежда'}"
"6761" 6866 "2015-05-02 07:16:26.0" 1748528 536230 1 "" 547 47 "{127:'Детские коляски'}"
"6762" 6867 "2015-05-16 21:07:42.0" 1524216 577805 0 "" 4111 34 ""
"6763" 6868 "2015-05-12 21:41:14.0" 91497 2801911 0 "" 4464 38 ""
"6764" 6869 "2015-05-02 06:28:26.0" 945943 994521 0 "" 4475 34 ""
"6765" 6870 "2015-05-10 12:31:46.0" 2074388 2668844 0 "" 924 34 "{5:'Шины, диски и колёса'}"
"6766" 6871 "2015-04-30 22:11:49.0" 1977705 1927434 0 "" 44 27 "{486:'Холодильники и морозильные камеры', 48:'Для кухни'}"
"6767" 6872 "2015-05-08 20:35:44.0" 1386778 451837 0 "" 3771 44 "{223:'Компактные фотоаппараты'}"
"6768" 6873 "2015-04-27 03:25:36.0" 992225 2459136 1 "газель" 2430 34 ""
"6769" 6874 "2015-05-08 20:50:21.0" 739073 2049688 0 "" 3960 9 ""
"6770" 6875 "2015-05-13 11:25:50.0" 1053825 3284636 1 "юбка" 3953 22 "{83:'Платья и юбки', 175:'Женская одежда'}"
"6771" 6876 "2015-05-13 07:33:49.0" 979741 1847800 0 "" 1659 60 "{178:'Для девочек'}"
"6772" 6877 "2015-04-27 13:32:12.0" 2197839 1895590 0 "кеды" 1344 60 "{124:'29', 110:'Обувь', 178:'Для мальчиков'}"
"6773" 6878 "2015-05-11 10:00:58.0" 493312 33311 1 "" 3771 27 "{48:'Для кухни'}"
"6774" 6879 "2015-04-26 15:30:41.0" 492531 459133 1 "" 3771 34 "{5:'Шины, диски и колёса'}"
"6775" 6880 "2015-05-17 21:12:31.0" 694813 636567 1 "отдам" 1902 0 ""
"6776" 6881 "2015-05-07 21:07:41.0" 1062149 3005284 0 "диван" 3939 0 ""
"6777" 6882 "2015-05-11 11:37:46.0" 2013085 3467168 1 "" 2739 34 "{797:'17', 800:'114.3', 5:'Шины, диски и колёса', 709:'Диски', 799:'5'}"
"6778" 6883 "2015-05-07 11:25:51.0" 428713 1652368 1 "" 1294 22 "{176:'Обувь', 175:'Мужская одежда', 98:'43'}"
"6779" 6884 "2015-05-06 17:37:11.0" 1018852 599478 1 "скутер" 2885 0 ""
"6780" 6885 "2015-04-29 19:12:11.0" 2139403 1771486 0 "" 3177 4 ""
"6781" 6886 "2015-04-27 19:21:00.0" 990270 1682490 0 "" 3928 34 "{598:'Для автомобилей', 5:'Запчасти', 817:'Кузов'}"
"6782" 6887 "2015-05-09 06:29:37.0" 677491 3751898 0 "" 942 34 ""
"6783" 6888 "2015-05-06 22:18:37.0" 1889454 2808792 0 "" 4519 34 "{598:'Для автомобилей', 5:'Запчасти'}"
"6784" 6889 "2015-05-19 21:22:56.0" 415215 2325654 0 "на ваз" 547 34 "{797:'15', 5:'Шины, диски и колёса', 709:'Диски'}"
"6785" 6890 "2015-05-03 16:05:19.0" 754698 1797241 0 "" 1123 41 ""
"6786" 6891 "2015-05-01 10:17:44.0" 2175213 1896260 0 "" 967 41 ""
"6787" 6892 "2015-05-09 12:02:07.0" 2149983 3811646 0 "" 1885 38 ""
"6788" 6893 "2015-05-19 13:40:55.0" 359975 22937 0 "iphone 6" 3960 41 "{143:'iPhone'}"
"6789" 6894 "2015-04-30 13:52:02.0" 1080136 3367149 0 "" 3748 55 ""
"6790" 6895 "2015-05-10 22:18:38.0" 2218754 3911288 0 "" 869 22 "{175:'Мужская одежда'}"
"6791" 6896 "2015-05-08 22:49:16.0" 2067348 3357365 0 "" 808 28 ""
"6792" 6897 "2015-05-05 09:30:45.0" 850322 3459010 0 "двигатель" 3960 34 "{598:'Для мототехники', 5:'Запчасти'}"
"6793" 6898 "2015-05-05 22:09:17.0" 1202061 2536259 0 "dynaudio" 3960 26 ""
"6794" 6899 "2015-05-20 11:48:33.0" 2168498 3852958 1 "обмен" 1102 0 ""
"6795" 6900 "2015-05-06 02:16:48.0" 1201320 3251258 0 "" 3807 38 ""
"6796" 6901 "2015-05-19 13:21:52.0" 142959 3054571 1 "" 3939 12 ""
"6797" 6902 "2015-05-08 16:05:30.0" 1232339 1262034 0 "" 733 60 "{124:'30', 110:'Обувь', 178:'Для мальчиков'}"
"6798" 6903 "2015-05-07 10:44:43.0" 646357 2291466 0 "" 1261 50 ""
"6799" 6904 "2015-05-16 21:25:19.0" 1523194 2531139 0 "" 2885 500001 ""
"6800" 6905 "2015-05-08 00:32:40.0" 515159 3190216 0 "" 4005 22 "{175:'Аксессуары'}"
"6801" 6906 "2015-04-29 22:08:47.0" 318574 424290 0 "" 2610 22 "{83:'Джинсы', 175:'Женская одежда'}"
"6802" 6907 "2015-05-06 15:07:32.0" 579059 4287120 1 "" 3193 26 "{132:'Телевизоры и проекторы'}"
"6803" 6908 "2015-04-29 10:01:04.0" 223410 958773 1 "" 1270 37 ""
"6804" 6909 "2015-04-30 17:31:51.0" 2049013 4234073 0 "" 3915 47 ""
"6805" 6910 "2015-05-01 13:30:56.0" 110878 2043411 1 "" 1270 44 "{223:'Объективы'}"
"6806" 6911 "2015-05-04 11:02:12.0" 278694 433306 0 "матрас бу" 3953 38 "{45:'Кровати, диваны и кресла'}"
"6807" 6912 "2015-05-08 17:29:20.0" 1788072 3482376 1 "" 697 34 "{809:'139.7', 808:'6', 5:'Шины, диски и колёса', 709:'Колёса'}"
"6808" 6913 "2015-05-11 18:08:58.0" 1628882 2660606 0 "" 176 12 ""
"6809" 6914 "2015-05-18 13:45:14.0" 1708800 3968461 0 "" 3953 500001 ""
"6810" 6915 "2015-05-15 16:16:17.0" 1332915 68945 0 "" 3939 38 "{45:'Кровати, диваны и кресла'}"
"6811" 6916 "2015-04-29 17:03:47.0" 606838 3064229 1 "" 343 38 ""
"6812" 6917 "2015-05-13 15:53:00.0" 529246 522670 1 "" 3960 37 "{14:'Монеты'}"
"6813" 6918 "2015-05-15 12:43:02.0" 1756796 3523219 0 "" 4235 28 ""
"6814" 6919 "2015-05-11 15:17:11.0" 949873 2551418 0 "" 547 50 ""
"6815" 6920 "2015-05-02 22:26:25.0" 1473834 2861113 0 "" 976 49 ""
"6816" 6921 "2015-04-29 22:03:13.0" 576376 1513310 1 "" 3960 12 ""
"6817" 6922 "2015-05-12 16:16:33.0" 14777 2179396 1 "бензопила" 4458 50 "{44:'Инструменты'}"
"6818" 6923 "2015-04-28 00:38:56.0" 1591094 613924 0 "вещи" 3953 22 "{83:'Трикотаж', 175:'Женская одежда', 93:'> 50 (XXL)'}"
"6819" 6924 "2015-05-19 19:52:19.0" 383775 3182706 0 "" 3335 15 ""
"6820" 6925 "2015-05-16 23:45:22.0" 1989598 865467 0 "заборы бу" 1116 0 ""
"6821" 6926 "2015-05-20 11:27:29.0" 447833 2054023 1 "" 3335 47 "{127:'Детские коляски'}"
"6822" 6927 "2015-05-14 11:02:44.0" 2255701 1559400 1 "" 44 38 "{45:'Кровати, диваны и кресла'}"
"6823" 6928 "2015-05-12 08:57:37.0" 1264254 597657 0 "" 3771 22 "{83:'Верхняя одежда', 175:'Женская одежда', 86:'46–48 (L)'}"
"6824" 6929 "2015-04-30 06:59:44.0" 1774857 2263090 0 "" 2430 38 "{45:'Шкафы и комоды'}"
"6825" 6930 "2015-05-20 14:28:19.0" 1106569 4247908 0 "" 2277 53 ""
"6826" 6931 "2015-04-27 12:04:35.0" 1914620 1737879 0 "" 163 22 "{83:'Платья и юбки', 175:'Женская одежда', 90:'42–44 (S)'}"
"6827" 6932 "2015-04-26 10:26:15.0" 909468 2652000 0 "" 942 12 ""
"6828" 6933 "2015-05-07 17:34:21.0" 321985 3759730 1 "" 971 47 ""
"6829" 6934 "2015-04-27 08:55:31.0" 2107353 2074228 0 "" 826 38 ""
"6830" 6935 "2015-05-12 16:40:44.0" 809442 1113325 0 "" 3193 47 "{127:'Детские коляски'}"
"6831" 6936 "2015-05-05 21:26:42.0" 949353 722053 1 "" 1309 38 "{45:'Кровати, диваны и кресла'}"
"6832" 6937 "2015-05-12 17:48:45.0" 194665 3853711 1 "" 832 22 "{83:'Обувь', 175:'Женская одежда', 88:'38'}"
"6833" 6938 "2015-05-02 03:17:53.0" 2225797 305211 1 "куртка мужская" 3953 22 "{176:'Верхняя одежда', 175:'Мужская одежда', 96:'50–52 (XL)'}"
"6834" 6939 "2015-05-12 22:01:34.0" 2087408 1161032 0 "кухонный стой" 3953 0 ""
"6835" 6940 "2015-05-02 13:59:05.0" 1300117 346281 1 "" 4111 34 "{598:'Для спецтехники', 5:'Запчасти'}"
"6836" 6941 "2015-05-15 04:06:09.0" 564098 2854520 0 "logitech mx" 2885 0 ""
"6837" 6942 "2015-05-02 14:51:25.0" 83423 798043 1 "" 2277 1 ""
"6838" 6943 "2015-05-13 08:38:31.0" 1904412 4157138 1 "" 3960 38 "{45:'Шкафы и комоды'}"
"6839" 6944 "2015-04-27 20:16:05.0" 1686553 1905367 0 "" 4294 47 "{127:'Детская мебель'}"
"6840" 6945 "2015-05-17 21:59:34.0" 37727 2908156 0 "коляски" 1134 0 ""
"6841" 6946 "2015-04-25 21:35:53.0" 1732939 1660254 0 "" 3960 26 "{132:'Музыкальные центры, магнитолы'}"
"6842" 6947 "2015-05-18 12:20:21.0" 1773470 965696 0 "" 2164 9 ""
"6843" 6948 "2015-05-13 22:25:09.0" 1922849 510843 1 "" 3960 52 ""
"6844" 6949 "2015-05-04 15:53:07.0" 1592271 184277 0 "" 1152 51 ""
"6845" 6950 "2015-05-02 22:01:34.0" 1929718 1244812 1 "" 813 38 "{45:'Кровати, диваны и кресла'}"
"6846" 6951 "2015-05-12 21:39:57.0" 7784 779442 0 "" 992 60 "{110:'Шапки, варежки, шарфы', 178:'Для мальчиков'}"
"6847" 6952 "2015-05-12 06:58:48.0" 215728 2504570 1 "" 2225 17 ""
"6848" 6953 "2015-05-08 07:10:11.0" 58873 3404370 0 "" 1294 12 ""
"6849" 6954 "2015-05-06 14:58:33.0" 1177436 4137288 1 "" 1294 34 ""
"6850" 6955 "2015-05-15 09:52:50.0" 1045504 2804400 0 "" 1194 34 "{5:'Шины, диски и колёса'}"
"6851" 6956 "2015-05-08 10:17:14.0" 204570 709621 1 "ремешок" 3960 11 "{104:'Часы'}"
"6852" 6957 "2015-04-30 07:59:39.0" 1088621 3968139 0 "" 1344 55 ""
"6853" 6958 "2015-05-07 07:51:28.0" 868172 998502 0 "samsung galaxy s6" 3960 17 ""
"6854" 6959 "2015-05-10 07:57:43.0" 1942210 139648 0 "" 2840 12 ""
"6855" 6960 "2015-05-08 19:03:35.0" 1349313 3979435 0 "" 3335 18 ""
"6856" 6961 "2015-04-30 10:18:21.0" 655590 2801258 0 "" 3335 1 ""
"6857" 6962 "2015-05-12 10:04:25.0" 1150469 2975697 0 "" 1636 22 ""
"6858" 6963 "2015-05-15 23:16:58.0" 1390052 1811792 1 "сумка для коляски" 3960 0 ""
"6859" 6964 "2015-05-16 16:15:24.0" 1798347 73070 1 "кровать" 992 38 ""
"6860" 6965 "2015-05-09 16:43:23.0" 500407 2505235 0 "" 1294 47 "{127:'Велосипеды и самокаты'}"
"6861" 6966 "2015-05-18 12:25:42.0" 1378510 3492558 1 "" 3939 38 "{45:'Подставки и тумбы'}"
"6862" 6967 "2015-05-11 17:56:06.0" 1471885 868944 0 "sportage 1" 2885 34 ""
"6863" 6968 "2015-05-19 14:21:16.0" 161287 1653361 1 "" 1653 34 "{598:'Для автомобилей', 5:'Запчасти'}"
"6864" 6969 "2015-05-07 21:25:20.0" 1358834 1921498 0 "" 4111 34 "{5:'Шины, диски и колёса', 709:'Диски'}"
"6865" 6970 "2015-05-12 23:08:01.0" 638977 282710 0 "" 1592 50 "{44:'Стройматериалы'}"
"6866" 6971 "2015-05-07 16:31:47.0" 1354446 868539 0 "туалетный столик" 3960 38 ""
"6867" 6972 "2015-05-04 17:17:55.0" 1871829 644338 1 "" 1294 60 "{178:'Для девочек'}"
"6868" 6973 "2015-04-27 11:56:46.0" 1541697 754113 1 "" 1822 34 "{709:'Колёса', 809:'100', 808:'4', 5:'Шины, диски и колёса', 802:'15', 804:'Летние'}"
"6869" 6974 "2015-04-26 20:53:09.0" 1386466 1606313 0 "" 3960 34 "{598:'Для автомобилей', 5:'Запчасти', 817:'Кузов'}"
"6870" 6975 "2015-05-01 17:53:50.0" 1016923 3930635 1 "" 84 41 ""
"6871" 6976 "2015-05-11 05:53:30.0" 1701020 800964 0 "" 2875 50 ""
"6872" 6977 "2015-05-14 06:11:55.0" 630021 3285033 0 "" 2704 47 "{127:'Детские коляски'}"
"6873" 6978 "2015-04-29 06:31:50.0" 467704 1615923 0 "" 3807 22 "{83:'Верхняя одежда', 175:'Женская одежда', 86:'> 50 (XXL)'}"
"6874" 6979 "2015-04-28 17:51:37.0" 2178393 564007 0 "" 1653 22 "{83:'Обувь', 175:'Женская одежда', 88:'< 35'}"
"6875" 6980 "2015-04-28 09:07:58.0" 1967517 3744746 0 "" 3022 47 ""
"6876" 6981 "2015-05-20 09:17:48.0" 383093 393881 0 "" 4207 500001 ""
"6877" 6982 "2015-05-18 07:55:35.0" 1093276 2207704 1 "" 4181 34 "{598:'Для водного транспорта', 5:'Запчасти'}"
"6878" 6983 "2015-05-10 18:51:01.0" 796162 2927815 0 "" 2077 1 ""
"6879" 6984 "2015-05-07 10:16:48.0" 126275 2508347 1 "" 3960 29 "{483:'Мониторы'}"
"6880" 6985 "2015-05-13 21:21:12.0" 1039016 4067889 0 "" 1344 38 ""
"6881" 6986 "2015-05-18 23:32:31.0" 1330684 3229344 1 "кухонный гарнитур бу" 3960 38 ""
"6882" 6987 "2015-05-18 11:34:56.0" 2179280 3858540 0 "iphone 6 64gb" 3960 41 "{143:'iPhone'}"
"6883" 6988 "2015-05-20 10:50:12.0" 174479 3186745 0 "" 3953 49 ""
"6884" 6989 "2015-05-16 14:56:45.0" 2228197 1998199 1 "весы laica" 230 0 ""
"6885" 6990 "2015-05-13 19:29:06.0" 958785 3462531 0 "парктроник" 3953 0 ""
"6886" 6991 "2015-05-04 19:51:17.0" 1294503 449696 1 "свадебные платья" 3976 28 ""
"6887" 6992 "2015-05-09 22:09:41.0" 429751 4265979 1 "" 4458 47 "{127:'Велосипеды и самокаты'}"
"6888" 6993 "2015-05-06 19:00:03.0" 1408286 1296133 0 "" 3960 47 "{127:'Игрушки'}"
"6889" 6994 "2015-05-07 17:10:07.0" 55259 980507 0 "" 346 22 "{176:'Другое', 175:'Мужская одежда'}"
"6890" 6995 "2015-05-03 17:13:56.0" 1529018 2893542 0 "" 3960 22 "{83:'Обувь', 175:'Женская одежда', 88:'40'}"
"6891" 6996 "2015-04-28 17:10:10.0" 66729 3401618 1 "" 2430 44 "{223:'Объективы'}"
"6892" 6997 "2015-05-11 19:10:54.0" 509133 4223233 0 "велосипеды" 346 0 ""
"6893" 6999 "2015-04-30 10:56:32.0" 549791 178314 0 "диван" 44 1 ""
"6894" 7000 "2015-05-01 08:51:25.0" 1813882 2409583 1 "" 942 34 "{802:'15', 5:'Шины, диски и колёса', 709:'Колёса'}"
"6895" 7001 "2015-05-03 15:16:56.0" 1015135 750282 1 "" 3104 50 "{44:'Инструменты'}"
"6896" 7002 "2015-05-20 04:02:12.0" 1001946 2325952 0 "" 547 41 "{143:'Fly'}"
"6897" 7003 "2015-04-25 21:53:24.0" 2125534 3885802 0 "кухня бу" 3953 1 ""
"6898" 7004 "2015-04-29 14:44:55.0" 101394 3827923 1 "" 853 34 "{5:'Шины, диски и колёса'}"
"6899" 7005 "2015-05-18 15:18:55.0" 570439 2398474 0 "" 3073 47 ""
"6900" 7006 "2015-05-13 08:26:07.0" 1645505 316292 0 "" 1729 1 ""
"6901" 7007 "2015-04-30 17:29:27.0" 1323599 752183 0 "" 3960 60 "{178:'Для девочек'}"
"6902" 7008 "2015-05-10 13:43:10.0" 125855 1129847 1 "" 1173 34 ""
"6903" 7009 "2015-05-08 09:44:43.0" 62120 4180928 1 "" 3055 22 "{175:'Женская одежда'}"
"6904" 7010 "2015-05-06 21:39:57.0" 167001 985148 1 "" 3953 26 ""
"6905" 7011 "2015-05-19 20:30:56.0" 2236203 1230403 0 "мини печь" 3953 0 ""
"6906" 7012 "2015-05-09 06:54:47.0" 446787 3992354 0 "" 1742 49 ""
"6907" 7013 "2015-05-09 19:12:51.0" 115703 1790312 1 "" 3335 4 "{156:'Детские'}"
"6908" 7014 "2015-05-18 12:25:20.0" 525721 2578639 0 "focus" 4235 0 ""
"6909" 7015 "2015-04-28 18:59:17.0" 1300019 2798324 1 "" 992 41 ""
"6910" 7016 "2015-05-02 15:55:36.0" 466957 2607601 0 "" 3022 38 "{45:'Кухонные гарнитуры'}"
"6911" 7017 "2015-04-26 16:08:07.0" 1869848 309355 0 "" 2060 12 ""
"6912" 7018 "2015-05-13 18:27:37.0" 2091842 2806505 0 "" 2430 60 "{125:'36', 179:'Обувь', 178:'Для девочек'}"
"6913" 7019 "2015-04-28 13:57:01.0" 337374 361479 0 "" 2250 60 ""
"6914" 7020 "2015-05-15 13:37:37.0" 413466 1130810 0 "" 3953 22 "{175:'Женская одежда'}"
"6915" 7021 "2015-04-27 23:41:40.0" 980537 2123713 0 "" 2652 13 ""
"6916" 7023 "2015-04-30 15:59:45.0" 1734413 97973 0 "" 3969 28 ""
"6917" 7024 "2015-05-05 07:07:34.0" 204032 3634259 0 "" 1729 12 ""
"6918" 7025 "2015-05-13 17:12:37.0" 1552840 2885779 0 "" 1116 41 ""
"6919" 7026 "2015-05-12 08:48:47.0" 2238635 2963008 1 "" 1742 47 "{127:'Велосипеды и самокаты'}"
"6920" 7027 "2015-04-28 05:25:26.0" 1843950 4039442 0 "" 1344 22 "{83:'Нижнее бельё', 175:'Женская одежда'}"
"6921" 7028 "2015-05-16 17:42:39.0" 117757 2422931 0 "" 3960 26 "{132:'Усилители и ресиверы'}"
"6922" 7029 "2015-05-15 21:13:21.0" 718953 558440 0 "" 1480 50 ""
"6923" 7030 "2015-05-08 20:33:15.0" 1763192 4130277 0 "" 3047 34 "{5:'Прицепы'}"
"6924" 7031 "2015-05-02 22:04:42.0" 903232 4193132 0 "" 547 50 "{44:'Садовая техника'}"
"6925" 7032 "2015-04-25 23:40:15.0" 910996 3155084 1 "" 3953 47 ""
"6926" 7033 "2015-05-03 10:29:45.0" 1792747 2890164 0 "" 1261 16 "{162:'Аксессуары'}"
"6927" 7034 "2015-04-30 12:04:42.0" 704730 2130558 0 "" 2230 34 ""
"6928" 7035 "2015-05-09 13:13:34.0" 2242894 3397289 0 "" 2610 22 "{83:'Другое', 175:'Женская одежда'}"
"6929" 7036 "2015-05-06 12:45:40.0" 1169499 4229802 0 "коляска" 346 47 ""
"6930" 7037 "2015-05-10 12:28:21.0" 849438 4191369 0 "" 3960 34 "{709:'Шины', 731:'205', 733:'16', 732:'55', 5:'Шины, диски и колёса', 734:'Летние'}"
"6931" 7038 "2015-05-10 08:59:16.0" 2084579 699167 0 "" 4547 38 ""
"6932" 7039 "2015-05-15 10:22:44.0" 1856922 2522036 1 "" 1194 47 "{127:'Детские коляски'}"
"6933" 7040 "2015-04-30 09:01:26.0" 554273 2151310 0 "" 3856 12 ""
"6934" 7041 "2015-05-05 11:53:21.0" 1681416 1725321 0 "" 230 49 ""
"6935" 7042 "2015-05-17 08:09:42.0" 1332805 2434507 0 "" 3928 50 "{44:'Стройматериалы'}"
"6936" 7043 "2015-05-10 06:11:51.0" 619297 3928278 1 "" 980 50 "{44:'Садовая техника'}"
"6937" 7044 "2015-05-12 21:23:48.0" 2109020 3722184 1 "" 4040 41 ""
"6938" 7045 "2015-05-14 19:16:50.0" 645405 1969499 0 "" 1299 18 ""
"6939" 7046 "2015-05-16 19:42:20.0" 1532391 2998778 1 "" 642 47 "{127:'Автомобильные кресла'}"
"6940" 7047 "2015-05-07 22:14:09.0" 2111656 3911324 0 "" 1320 26 ""
"6941" 7048 "2015-04-27 16:20:41.0" 1368270 2411341 1 "платформа" 3953 22 "{83:'Обувь', 175:'Женская одежда', 88:'38'}"
"6942" 7049 "2015-05-05 21:44:07.0" 2103855 481719 1 "берцы" 3939 0 ""
"6943" 7050 "2015-04-28 22:40:06.0" 456104 1918604 1 "" 4268 22 "{83:'Обувь', 175:'Женская одежда', 88:'38'}"
"6944" 7051 "2015-05-04 22:40:56.0" 201952 1028938 0 "" 2610 22 "{83:'Платья и юбки', 175:'Женская одежда', 90:'Без размера'}"
"6945" 7052 "2015-05-19 11:26:25.0" 975058 1219065 0 "fiio" 3960 0 ""
"6946" 7053 "2015-05-08 13:42:12.0" 973397 516420 0 "" 971 27 "{486:'Микроволновые печи', 48:'Для кухни'}"
"6947" 7054 "2015-05-12 15:59:01.0" 1873615 2385176 0 "" 4235 34 "{733:'16', 5:'Шины, диски и колёса', 709:'Шины', 734:'Летние'}"
"6948" 7055 "2015-05-05 09:25:44.0" 2066728 2228698 0 "" 3540 60 "{124:'21', 110:'Обувь', 178:'Для мальчиков'}"
"6949" 7056 "2015-05-20 12:10:45.0" 459834 4305054 1 "" 3976 47 "{127:'Детские коляски'}"
"6950" 7057 "2015-05-07 22:18:56.0" 1313933 2822406 0 "" 2260 49 ""
"6951" 7058 "2015-05-01 20:06:32.0" 2219130 1244770 0 "" 942 34 "{5:'Тюнинг'}"
"6952" 7059 "2015-04-30 21:36:46.0" 935114 2207279 0 "" 4029 34 "{5:'Запчасти'}"
"6953" 7060 "2015-05-04 22:54:17.0" 119103 734815 0 "" 3953 38 "{45:'Столы и стулья'}"
"6954" 7061 "2015-04-30 07:20:50.0" 1658931 2178609 1 "" 992 60 "{119:'98-104 см (2-4 года)', 110:'Верхняя одежда', 178:'Для мальчиков'}"
"6955" 7062 "2015-05-05 19:40:35.0" 588394 1299511 1 "" 4173 12 ""
"6956" 7063 "2015-05-04 21:11:37.0" 927463 2206072 0 "" 3960 60 "{178:'Для девочек'}"
"6957" 7064 "2015-05-07 20:09:52.0" 18741 2954052 1 "" 1270 11 "{104:'Часы'}"
"6958" 7065 "2015-04-27 07:25:18.0" 568359 2241222 1 "" 230 36 ""
"6959" 7066 "2015-05-02 15:38:41.0" 796756 1102399 0 "" 3960 26 "{132:'Видео, DVD и Blu-ray плееры'}"
"6960" 7067 "2015-05-03 05:42:55.0" 871429 1058598 1 "" 3921 22 "{83:'Обувь', 175:'Женская одежда', 88:'38'}"
"6961" 7068 "2015-05-15 10:54:15.0" 1301436 3365697 0 "" 2885 22 "{176:'Трикотаж и футболки', 175:'Мужская одежда'}"
"6962" 7069 "2015-05-13 15:47:27.0" 1599842 2278600 0 "" 3022 41 "{143:'Аксессуары'}"
"6963" 7070 "2015-05-11 17:28:43.0" 776410 1686570 0 "" 3335 47 "{127:'Детская мебель'}"
"6964" 7071 "2015-05-16 13:33:08.0" 493001 347288 0 "" 2612 34 "{598:'Для водного транспорта', 5:'Запчасти'}"
"6965" 7072 "2015-05-15 11:03:37.0" 1539074 2575907 0 "" 3540 50 "{44:'Стройматериалы'}"
"6966" 7073 "2015-05-04 14:46:16.0" 725492 2620152 0 "тайота авенсис" 2694 34 "{5:'Запчасти'}"
"6967" 7074 "2015-05-18 01:03:05.0" 1579463 1807012 0 "" 2652 49 ""
"6968" 7075 "2015-05-07 14:08:57.0" 2140766 4060622 0 "" 1788 41 "{143:'iPhone'}"
"6969" 7076 "2015-05-05 11:35:42.0" 1148707 621762 1 "" 4005 47 ""
"6970" 7077 "2015-04-28 21:26:22.0" 1776789 1458028 0 "белый шкаф" 3960 38 "{45:'Шкафы и комоды'}"
"6971" 7078 "2015-05-06 12:03:15.0" 2009814 4004471 0 "" 1344 41 "{143:'Sony'}"
"6972" 7079 "2015-05-02 19:51:12.0" 108019 1924984 0 "" 992 22 "{175:'Женская одежда'}"
"6973" 7080 "2015-05-12 17:18:15.0" 1327739 1575195 0 "" 1788 34 "{5:'Шины, диски и колёса'}"
"6974" 7081 "2015-05-08 16:46:48.0" 2073718 102308 0 "" 3960 38 "{45:'Столы и стулья'}"
"6975" 7082 "2015-05-07 09:52:31.0" 2260606 1671815 1 "" 3921 4 ""
"6976" 7083 "2015-05-07 23:34:36.0" 671573 3109902 0 "" 853 34 "{802:'14', 5:'Шины, диски и колёса', 709:'Колёса'}"
"6977" 7084 "2015-05-12 07:24:47.0" 850780 644063 0 "" 3771 60 "{110:'Верхняя одежда', 178:'Для мальчиков'}"
"6978" 7085 "2015-05-10 11:49:02.0" 48486 180784 1 "" 972 60 "{119:'74-80 см (7-12 мес)', 110:'Верхняя одежда', 178:'Для мальчиков'}"
"6979" 7086 "2015-05-14 22:15:36.0" 1585074 4052426 1 "" 209 34 "{598:'Для автомобилей', 5:'Запчасти', 817:'Трансмиссия и привод'}"
"6980" 7087 "2015-04-27 22:37:04.0" 1024610 3294193 0 "" 3953 38 "{45:'Кровати, диваны и кресла'}"
"6981" 7088 "2015-05-05 21:32:44.0" 40436 710927 0 "" 1742 49 ""
"6982" 7089 "2015-05-10 10:37:00.0" 1827956 354970 0 "" 3953 22 "{176:'Обувь', 175:'Мужская одежда', 98:'< 40'}"
