"SearchID" "SearchDate" "IPID" "UserID" "IsUserLoggedOn" "SearchQuery" "LocationID" "CategoryID" "SearchParams"
"1132" 1153 "2015-05-07 15:26:46.0" 844076 2100314 1 "" 2277 60 "{124:'25', 110:'Обувь', 178:'Для мальчиков'}"
"1133" 1154 "2015-05-10 18:46:04.0" 431161 55847 0 "" 1338 34 "{5:'Шины, диски и колёса'}"
"1134" 1155 "2015-04-29 07:56:22.0" 581276 2394765 1 "" 2791 60 ""
"1135" 1156 "2015-05-17 16:12:42.0" 909098 3228413 0 "" 942 9 ""
"1136" 1157 "2015-04-25 23:20:43.0" 1419995 4293587 1 "" 1261 60 ""
"1137" 1158 "2015-05-13 12:24:03.0" 1974249 1104834 0 "мониторы жк бу" 3960 0 ""
"1138" 1159 "2015-05-11 13:21:03.0" 580096 3231725 0 "на ваз" 3976 34 "{5:'Шины, диски и колёса'}"
"1139" 1160 "2015-05-15 11:32:09.0" 1220851 158067 0 "" 3807 34 "{5:'Шины, диски и колёса', 709:'Шины'}"
"1140" 1161 "2015-05-05 07:31:07.0" 1508253 1752737 0 "" 2319 38 "{45:'Шкафы и комоды'}"
"1141" 1162 "2015-05-16 15:59:06.0" 82814 2344338 1 "" 1102 34 "{5:'Экипировка'}"
"1142" 1163 "2015-05-12 21:23:08.0" 861301 2758918 1 "" 2230 22 "{83:'Обувь', 175:'Женская одежда'}"
"1143" 1164 "2015-05-17 11:11:08.0" 1639584 164961 1 "" 1667 38 "{45:'Шкафы и комоды'}"
"1144" 1165 "2015-05-07 10:31:08.0" 2103478 2488538 0 "туфли" 547 22 "{83:'Обувь', 175:'Женская одежда', 88:'38'}"
"1145" 1166 "2015-05-05 10:57:52.0" 1398355 2910900 1 "" 3807 47 ""
"1146" 1167 "2015-04-28 20:24:17.0" 2142821 2999697 0 "" 2652 12 ""
"1147" 1168 "2015-04-25 21:13:42.0" 1566774 983139 0 "" 1124 26 "{132:'Акустика, колонки, сабвуферы'}"
"1148" 1169 "2015-05-02 15:39:38.0" 294561 1638236 0 "" 547 49 ""
"1149" 1170 "2015-05-03 21:07:06.0" 1694582 2347394 0 "" 3953 44 "{223:'Компактные фотоаппараты'}"
"1150" 1171 "2015-04-30 15:22:51.0" 289176 3407597 0 "" 1299 53 ""
"1151" 1172 "2015-04-26 09:09:25.0" 749593 2078647 0 "телефон" 4341 0 ""
"1152" 1173 "2015-05-19 13:37:27.0" 1714702 3210766 0 "" 1270 47 "{127:'Игрушки'}"
"1153" 1174 "2015-04-29 19:46:37.0" 1031671 4297885 0 "" 2963 34 "{797:'16', 800:'112', 5:'Шины, диски и колёса', 709:'Диски', 799:'5'}"
"1154" 1175 "2015-04-27 13:07:08.0" 217497 1989827 0 "" 3953 50 ""
"1155" 1176 "2015-05-02 17:17:45.0" 2049136 3017692 0 "" 502 55 ""
"1156" 1177 "2015-04-25 18:22:06.0" 580968 4038513 0 "" 3976 22 "{83:'Обувь', 175:'Женская одежда', 88:'37'}"
"1157" 1178 "2015-04-27 20:49:08.0" 1359678 3285155 1 "мебель бу" 1344 0 ""
"1158" 1179 "2015-04-30 14:47:12.0" 598941 106455 1 "" 2430 22 "{83:'Обувь', 175:'Женская одежда', 88:'39'}"
"1159" 1180 "2015-05-05 10:25:03.0" 848811 537743 0 "" 4005 29 ""
"1160" 1181 "2015-05-11 23:44:43.0" 931365 3033023 0 "" 3953 4 "{156:'Горные'}"
"1161" 1182 "2015-05-01 16:17:30.0" 903810 509390 1 "" 2513 16 ""
"1162" 1183 "2015-05-18 10:07:28.0" 1277954 2064082 0 "" 346 12 ""
"1163" 1184 "2015-05-14 07:22:42.0" 2124936 3686727 0 "" 3960 44 ""
"1164" 1185 "2015-04-30 21:23:10.0" 1640511 2784487 1 "" 3960 22 "{83:'Обувь', 175:'Женская одежда', 88:'39'}"
"1165" 1186 "2015-05-06 14:57:27.0" 1873091 2487260 1 "" 1729 38 ""
"1166" 1187 "2015-05-19 19:42:02.0" 592857 2010809 0 "" 2643 4 ""
"1167" 1188 "2015-05-07 09:34:33.0" 779583 1065892 0 "lancer" 1344 0 ""
"1168" 1189 "2015-04-27 20:01:14.0" 1718395 2561704 0 "шевроле лачетти" 3953 34 "{598:'Для автомобилей', 5:'Запчасти'}"
"1169" 1190 "2015-05-09 21:47:13.0" 658916 942397 0 "honda" 2885 0 ""
"1170" 1191 "2015-05-17 17:41:11.0" 2199579 2630778 0 "" 1338 18 ""
"1171" 1192 "2015-05-07 23:03:57.0" 86782 568068 0 "продам iphone 5" 3960 41 "{143:'iPhone'}"
"1172" 1193 "2015-04-27 15:48:04.0" 287908 1410591 0 "" 1788 38 ""
"1173" 1194 "2015-05-06 11:27:26.0" 1915655 335739 1 "" 1344 28 ""
"1174" 1195 "2015-05-02 05:09:00.0" 958320 3707064 1 "" 1294 13 "{137:'Игры для приставок'}"
"1175" 1196 "2015-05-15 11:51:10.0" 1565757 358633 0 "" 3960 49 ""
"1176" 1197 "2015-04-27 14:58:42.0" 1847799 731838 0 "" 3771 60 "{111:'98-104 см (2-4 года)', 179:'Брюки', 178:'Для девочек'}"
"1177" 1198 "2015-05-05 07:32:00.0" 896628 2460516 1 "" 3679 41 ""
"1178" 1199 "2015-05-18 18:04:54.0" 2085081 3199205 0 "" 3953 34 "{5:'Шины, диски и колёса'}"
"1179" 1200 "2015-04-25 12:43:03.0" 542532 2000566 0 "" 942 41 ""
"1180" 1201 "2015-05-05 18:07:23.0" 392000 2482642 0 "" 4429 34 "{5:'Шины, диски и колёса'}"
"1181" 1202 "2015-05-07 19:31:26.0" 46065 3496350 0 "" 2319 1 ""
"1182" 1203 "2015-04-30 08:30:04.0" 199862 4305469 0 "сварочный аппарат" 414 1 ""
"1183" 1204 "2015-04-29 17:15:27.0" 218582 54981 0 "" 1110 12 ""
"1184" 1205 "2015-05-06 17:25:03.0" 1704247 2820968 0 "" 4008 47 "{127:'Детские коляски'}"
"1185" 1206 "2015-05-03 15:26:37.0" 2055799 4278383 1 "" 813 22 "{176:'Обувь', 175:'Мужская одежда', 98:'45'}"
"1186" 1207 "2015-05-15 20:57:48.0" 1682279 3609702 0 "" 3771 4 ""
"1187" 1208 "2015-04-25 19:58:08.0" 172178 2341917 1 "" 4181 34 "{5:'Шины, диски и колёса'}"
"1188" 1209 "2015-05-03 21:15:36.0" 1255444 3046568 0 "" 2430 22 "{83:'Обувь', 175:'Женская одежда', 88:'36'}"
"1189" 1210 "2015-05-17 19:01:39.0" 1607375 3773808 0 "" 3193 12 ""
"1190" 1211 "2015-05-15 23:02:57.0" 1289296 184317 1 "" 4464 13 ""
"1191" 1212 "2015-05-07 14:45:20.0" 899156 4103967 1 "" 2739 27 "{487:'Пылесосы', 48:'Для дома'}"
"1192" 1213 "2015-04-28 21:20:14.0" 1701835 91199 1 "" 3335 17 ""
"1193" 1214 "2015-05-19 15:34:17.0" 172753 1810928 0 "" 2643 26 "{132:'Телевизоры и проекторы'}"
"1194" 1215 "2015-05-12 19:42:33.0" 664530 3538372 0 "" 992 22 "{83:'Платья и юбки', 175:'Женская одежда', 90:'42–44 (S)'}"
"1195" 1216 "2015-05-07 09:26:45.0" 239385 2898127 0 "" 1265 57 ""
"1196" 1217 "2015-05-12 14:15:53.0" 1688599 687000 0 "" 2739 12 ""
"1197" 1218 "2015-05-19 19:20:40.0" 2132761 1317664 0 "" 3953 44 "{223:'Объективы'}"
"1198" 1219 "2015-05-12 19:56:17.0" 1177006 2524037 0 "" 3618 5 ""
"1199" 1220 "2015-05-14 20:57:48.0" 808998 3671309 1 "" 4464 12 ""
"1200" 1221 "2015-05-13 08:19:01.0" 1614678 2619934 1 "" 3998 47 ""
"1201" 1222 "2015-04-27 21:19:17.0" 1805513 258192 1 "самокат" 3960 0 ""
"1202" 1223 "2015-05-04 17:43:59.0" 495467 1098743 0 "star wars" 3953 0 ""
"1203" 1224 "2015-05-13 12:28:00.0" 1912267 287247 0 "" 760 25 "{140:'Планшеты'}"
"1204" 1225 "2015-04-29 02:05:09.0" 615992 2953316 0 "" 1261 22 "{83:'Платья и юбки', 175:'Женская одежда', 90:'> 50 (XXL)'}"
"1205" 1226 "2015-04-27 16:53:25.0" 1972197 980732 0 "" 3047 41 "{143:'iPhone'}"
"1206" 1227 "2015-05-20 12:28:03.0" 43069 3419944 0 "юбка" 3960 60 "{115:'110-116 см (4-6 лет)', 179:'Платья и юбки', 178:'Для девочек'}"
"1207" 1228 "2015-05-17 18:48:44.0" 759082 726640 0 "" 1676 22 ""
"1208" 1229 "2015-05-03 21:32:00.0" 1541687 229634 0 "" 3425 38 "{45:'Кровати, диваны и кресла'}"
"1209" 1230 "2015-05-14 08:27:13.0" 1032241 3363114 0 "" 3960 26 ""
"1210" 1231 "2015-05-17 22:58:08.0" 412992 2010852 0 "" 3953 50 ""
"1211" 1232 "2015-05-04 07:07:29.0" 1213211 1041627 1 "" 971 34 "{731:'195', 733:'15', 732:'70', 5:'Шины, диски и колёса', 709:'Шины'}"
"1212" 1233 "2015-05-19 22:45:15.0" 1430400 3882545 0 "" 1102 41 ""
"1213" 1234 "2015-05-14 21:30:32.0" 28128 1166026 0 "" 1306 50 "{44:'Инструменты'}"
"1214" 1235 "2015-05-04 21:50:22.0" 152446 1388334 0 "" 3953 9 ""
"1215" 1236 "2015-05-04 14:33:08.0" 217039 3347359 0 "" 721 50 "{44:'Инструменты'}"
"1216" 1237 "2015-05-13 09:00:08.0" 186773 1598882 0 "" 1337 50 "{44:'Инструменты'}"
"1217" 1238 "2015-05-18 17:54:26.0" 10060 1586300 0 "" 2319 35 ""
"1218" 1239 "2015-05-12 12:55:56.0" 438574 620782 0 "" 3047 22 "{175:'Женская одежда'}"
"1219" 1240 "2015-05-18 13:52:20.0" 1736725 1637626 0 "" 343 38 "{45:'Шкафы и комоды'}"
"1220" 1241 "2015-05-14 17:22:32.0" 2140702 817316 0 "красивый номер" 3960 0 ""
"1221" 1242 "2015-05-20 07:59:23.0" 1613986 650257 0 "" 1960 50 ""
"1222" 1243 "2015-05-18 06:47:36.0" 1830096 2503247 1 "" 343 16 ""
"1223" 1244 "2015-05-04 07:55:46.0" 164632 3093156 1 "" 1344 34 "{5:'Экипировка'}"
"1224" 1245 "2015-05-01 22:07:55.0" 468402 22306 1 "" 2430 22 "{175:'Аксессуары'}"
"1225" 1246 "2015-04-27 23:36:47.0" 653714 3400736 0 "" 1397 4 "{156:'Детские'}"
"1226" 1247 "2015-05-08 10:17:54.0" 1186372 3424015 1 "емкость" 2885 0 ""
"1227" 1248 "2015-05-10 22:15:36.0" 1237835 1198891 0 "" 3953 38 ""
"1228" 1249 "2015-05-11 19:59:27.0" 2072679 2029176 1 "" 1270 50 "{44:'Инструменты'}"
"1229" 1250 "2015-04-28 07:46:39.0" 325638 565543 0 "прихожая" 3771 0 ""
"1230" 1251 "2015-05-18 12:22:38.0" 1073689 123090 0 "" 3018 38 ""
"1231" 1252 "2015-05-16 10:58:34.0" 791589 680908 1 "" 3953 13 ""
"1232" 1253 "2015-04-25 13:28:27.0" 2257155 614905 0 "" 924 4 ""
"1233" 1254 "2015-05-12 08:39:47.0" 1209896 1345101 0 "" 3976 47 "{127:'Детские коляски'}"
"1234" 1255 "2015-05-12 19:04:10.0" 227592 515045 0 "" 2474 50 ""
"1235" 1256 "2015-05-15 11:01:00.0" 240722 3530242 0 "" 547 27 ""
"1236" 1257 "2015-04-30 12:38:31.0" 1109379 1364086 0 "" 3306 13 ""
"1237" 1258 "2015-05-05 08:36:17.0" 1164828 2885619 0 "" 2430 22 ""
"1238" 1259 "2015-04-27 14:42:21.0" 1123207 3191369 0 "nikon d5100" 3960 0 ""
"1239" 1260 "2015-05-03 18:57:59.0" 1660559 2235961 1 "" 3771 27 "{487:'Утюги', 48:'Для дома'}"
"1240" 1261 "2015-04-29 09:42:47.0" 1224058 644678 0 "" 1270 36 ""
"1241" 1262 "2015-05-20 09:41:30.0" 508647 3836513 0 "" 2685 22 "{176:'Брюки', 175:'Мужская одежда', 95:'44–46 (S)'}"
"1242" 1263 "2015-05-19 20:32:00.0" 752046 949528 0 "коляски" 1294 0 ""
"1243" 1264 "2015-05-07 14:23:18.0" 1223173 1227736 1 "" 1261 22 "{176:'Обувь', 175:'Мужская одежда', 98:'44'}"
"1244" 1265 "2015-05-09 20:36:19.0" 1872586 12530 0 "" 1145 38 ""
"1245" 1266 "2015-05-02 13:28:37.0" 643650 722565 0 "" 3282 26 "{132:'Телевизоры и проекторы'}"
"1246" 1267 "2015-05-15 12:33:32.0" 705240 2361085 0 "" 1306 18 ""
"1247" 1268 "2015-04-25 15:51:47.0" 572547 4324189 1 "" 3350 22 "{175:'Женская одежда'}"
"1248" 1269 "2015-05-13 12:01:31.0" 2079531 1269755 0 "" 3953 34 "{598:'Для водного транспорта', 5:'Запчасти'}"
"1249" 1270 "2015-05-12 12:06:47.0" 1845274 1167533 1 "угловой диван б/у" 4294 38 "{45:'Кровати, диваны и кресла'}"
"1250" 1271 "2015-05-07 21:03:50.0" 1751416 1761302 1 "" 1294 29 ""
"1251" 1272 "2015-05-14 10:50:18.0" 1824092 2871357 0 "ауди а6" 3960 34 "{598:'Для автомобилей', 5:'Запчасти', 817:'Автосвет'}"
"1252" 1273 "2015-05-07 07:57:08.0" 1015782 182764 0 "" 3953 38 "{45:'Кровати, диваны и кресла'}"
"1253" 1274 "2015-05-07 01:44:16.0" 599269 2807937 0 "самокат" 3953 0 ""
"1254" 1276 "2015-05-15 21:45:17.0" 1249620 3572947 0 "" 3953 22 "{83:'Верхняя одежда', 175:'Женская одежда', 86:'48–50 (XL)'}"
"1255" 1277 "2015-05-20 16:31:40.0" 955073 1049359 0 "" 3960 500001 ""
"1256" 1278 "2015-04-25 14:23:19.0" 1707265 2325909 1 "" 2277 47 "{127:'Детские коляски'}"
"1257" 1279 "2015-05-08 11:28:39.0" 2117592 2591543 1 "" 3961 38 "{45:'Кровати, диваны и кресла'}"
"1258" 1280 "2015-05-08 14:23:12.0" 62714 1751895 1 "" 2840 13 "{137:'Игровые приставки'}"
"1259" 1281 "2015-05-10 19:25:30.0" 1729256 3218224 0 "" 2739 34 "{797:'15', 796:'Штампованные', 709:'Диски', 799:'5', 5:'Шины, диски и колёса', 801:{from:'-40'}, 800:'139.7'}"
"1260" 1282 "2015-05-02 17:01:09.0" 1993135 3074783 0 "" 3953 22 "{83:'Свадебные платья', 175:'Женская одежда', 476:'42–44 (S)'}"
"1261" 1283 "2015-04-26 12:46:15.0" 465350 1043011 0 "" 3976 22 "{83:'Платья и юбки', 175:'Женская одежда'}"
"1262" 1285 "2015-05-15 00:11:19.0" 989413 1436853 0 "" 576 17 ""
"1263" 1286 "2015-05-05 18:50:17.0" 1897476 720526 0 "" 163 12 ""
"1264" 1287 "2015-05-10 20:23:32.0" 1963728 1496613 0 "юбка длинная" 3960 22 "{83:'Платья и юбки', 175:'Женская одежда', 90:'46–48 (L)'}"
"1265" 1288 "2015-05-05 15:47:28.0" 1043436 2385116 1 "" 44 47 "{127:'Автомобильные кресла'}"
"1266" 1289 "2015-05-02 13:51:34.0" 2258697 3135809 0 "детская" 3771 38 ""
"1267" 1290 "2015-05-01 06:41:02.0" 597508 55823 1 "кожаные" 3960 22 "{176:'Обувь', 175:'Мужская одежда', 98:'45'}"
"1268" 1291 "2015-05-14 23:53:26.0" 96357 3415677 1 "" 1957 47 ""
"1269" 1292 "2015-05-15 23:45:27.0" 990991 1360796 0 "" 3198 4 ""
"1270" 1293 "2015-05-03 10:02:47.0" 1259819 3985583 0 "" 3921 41 "{143:'HTC'}"
"1271" 1294 "2015-05-20 10:02:06.0" 608148 1602843 0 "" 3960 22 "{83:'Обувь', 175:'Женская одежда'}"
"1272" 1295 "2015-04-26 17:56:07.0" 292524 2783118 1 "" 2685 49 ""
"1273" 1296 "2015-05-18 10:42:57.0" 648068 370436 0 "" 230 38 "{45:'Кухонные гарнитуры'}"
"1274" 1297 "2015-05-11 21:50:58.0" 1530846 396933 0 "" 2230 38 "{45:'Столы и стулья'}"
"1275" 1298 "2015-05-05 18:41:57.0" 1023472 3539763 0 "" 4464 34 "{598:'Для автомобилей', 5:'Запчасти'}"
"1276" 1299 "2015-05-04 20:35:28.0" 364265 2476524 1 "" 3999 53 "{181:'Промышленное'}"
"1277" 1300 "2015-05-10 09:30:19.0" 2102072 3655062 1 "" 992 27 "{486:'Мелкая кухонная техника', 48:'Для кухни'}"
"1278" 1301 "2015-04-30 23:23:04.0" 1572359 2336884 0 "" 1788 47 "{127:'Детские коляски'}"
"1279" 1302 "2015-05-07 21:40:00.0" 710511 684458 0 "" 2612 34 "{598:'Для автомобилей', 5:'Запчасти', 817:'Двигатель'}"
"1280" 1303 "2015-05-07 20:38:02.0" 743308 136683 0 "" 3953 60 "{124:'30', 110:'Обувь', 178:'Для мальчиков'}"
"1281" 1304 "2015-04-26 23:46:08.0" 246774 3695773 0 "" 2685 38 "{45:'Шкафы и комоды'}"
"1282" 1305 "2015-05-14 14:23:46.0" 1086808 353134 0 "на ваз" 2612 34 "{5:'Шины, диски и колёса'}"
"1283" 1306 "2015-05-12 21:26:13.0" 455331 3245278 0 "" 4173 47 "{127:'Детские коляски'}"
"1284" 1307 "2015-05-18 11:28:19.0" 2104354 2296172 0 "" 3960 26 "{132:'Акустика, колонки, сабвуферы'}"
"1285" 1308 "2015-05-09 07:29:51.0" 1587778 246563 1 "" 813 38 "{45:'Предметы интерьера, искусство'}"
"1286" 1309 "2015-05-10 08:00:51.0" 1917353 1472716 0 "" 3953 37 ""
"1287" 1310 "2015-04-30 20:02:30.0" 1945293 4242559 0 "" 547 60 "{477:'74-80 см (7-12 мес)', 110:'Трикотаж', 178:'Для мальчиков'}"
"1288" 1311 "2015-05-04 13:38:48.0" 1679505 999924 0 "" 2739 28 ""
"1289" 1312 "2015-05-14 21:15:30.0" 111242 2610291 0 "" 2885 12 ""
"1290" 1313 "2015-05-11 09:25:40.0" 1168439 2060657 1 "" 2451 4 ""
"1291" 1314 "2015-04-27 18:50:51.0" 464365 1139889 0 "" 547 5 "{165:'Настольные игры'}"
"1292" 1315 "2015-05-06 12:00:08.0" 1295309 2579898 0 "" 3619 50 ""
"1293" 1316 "2015-04-28 06:34:31.0" 652587 1836309 0 "" 992 26 ""
"1294" 1317 "2015-04-29 17:47:54.0" 1820651 650828 1 "" 3960 38 "{45:'Шкафы и комоды'}"
"1295" 1318 "2015-05-04 14:43:29.0" 1665273 728919 1 "лобзик" 3960 0 ""
"1296" 1319 "2015-05-13 13:38:30.0" 1276761 2225174 0 "" 4145 27 ""
"1297" 1320 "2015-05-04 11:59:20.0" 886637 3167317 0 "" 2963 47 ""
"1298" 1321 "2015-04-27 13:39:46.0" 50840 3766816 0 "" 1294 34 "{5:'Шины, диски и колёса'}"
"1299" 1322 "2015-05-15 21:54:13.0" 1551074 544258 0 "" 1875 49 ""
"1300" 1323 "2015-05-07 04:12:10.0" 1104495 1176939 0 "mac mini" 992 0 ""
"1301" 1324 "2015-05-13 00:48:47.0" 1231635 1199009 0 "" 44 50 "{44:'Садовая техника'}"
"1302" 1325 "2015-05-14 14:42:31.0" 682028 879635 0 "" 3425 41 "{143:'Nokia'}"
"1303" 1326 "2015-05-08 16:59:26.0" 633290 4031382 1 "" 1124 47 ""
"1304" 1327 "2015-04-28 11:40:17.0" 1664697 2463386 0 "" 1299 47 "{127:'Детская мебель'}"
"1305" 1328 "2015-05-05 13:12:16.0" 225268 4382 0 "" 4292 1 ""
"1306" 1329 "2015-05-09 22:43:15.0" 126061 4164969 0 "" 2610 12 ""
"1307" 1330 "2015-05-01 20:09:14.0" 646595 556781 0 "" 3939 49 ""
"1308" 1331 "2015-05-18 08:03:43.0" 436612 4099121 1 "" 2885 12 ""
"1309" 1332 "2015-04-25 19:43:14.0" 850749 1584738 1 "" 3953 4 ""
"1310" 1333 "2015-05-15 21:33:09.0" 34478 2312478 0 "" 975 38 "{45:'Подставки и тумбы'}"
"1311" 1334 "2015-05-19 21:33:28.0" 1666045 2633430 0 "" 924 12 ""
"1312" 1335 "2015-05-13 06:33:07.0" 1088172 581891 0 "ортопедический матрас" 2430 38 ""
"1313" 1336 "2015-04-30 19:46:45.0" 1589007 629453 1 "" 414 1 ""
"1314" 1337 "2015-05-11 19:19:41.0" 2217794 1369907 1 "" 3960 26 "{132:'Акустика, колонки, сабвуферы'}"
"1315" 1338 "2015-05-10 08:46:49.0" 915084 2185080 0 "" 2430 50 ""
"1316" 1339 "2015-05-04 17:44:29.0" 922527 1242647 0 "" 3953 60 ""
"1317" 1340 "2015-04-26 10:59:27.0" 282823 3391379 0 "" 3193 47 "{127:'Детская мебель'}"
"1318" 1341 "2015-05-07 22:31:44.0" 399789 1358394 0 "" 3953 5 "{165:'Зимние виды спорта'}"
"1319" 1342 "2015-05-08 12:10:02.0" 1264785 1703391 0 "" 795 22 "{83:'Брюки', 175:'Женская одежда', 85:'46–48 (L)'}"
"1320" 1343 "2015-05-03 14:53:30.0" 1414620 1793567 0 "" 3960 60 "{115:'98-104 см (2-4 года)', 179:'Платья и юбки', 178:'Для девочек'}"
"1321" 1344 "2015-05-05 14:18:12.0" 1262306 803434 1 "" 3022 5 "{165:'Другое'}"
"1322" 1345 "2015-05-05 20:35:52.0" 2132463 548070 0 "" 3921 41 "{143:'iPhone'}"
"1323" 1346 "2015-04-25 12:29:16.0" 1322993 874373 0 "" 1301 38 "{45:'Кровати, диваны и кресла'}"
"1324" 1347 "2015-04-27 13:26:17.0" 80473 352620 1 "" 489 34 "{5:'Шины, диски и колёса'}"
"1325" 1348 "2015-05-20 16:57:32.0" 1334903 1611650 0 "" 3953 12 ""
"1326" 1349 "2015-05-14 07:10:46.0" 1302931 4138841 0 "" 565 12 ""
"1327" 1350 "2015-05-07 09:17:14.0" 315690 928776 0 "генератор бензиновый бу" 414 50 "{44:'Инструменты'}"
"1328" 1351 "2015-05-11 23:01:57.0" 199636 3635374 0 "" 3953 22 "{176:'Верхняя одежда', 175:'Мужская одежда', 96:'48–50 (L)'}"
"1329" 1352 "2015-05-10 19:25:45.0" 612746 2256529 0 "" 72 38 ""
"1330" 1353 "2015-05-12 18:08:20.0" 1520574 894667 0 "" 3335 49 ""
"1331" 1354 "2015-05-12 15:43:45.0" 1531748 2842273 0 "" 3177 5 "{165:'Туризм'}"
"1332" 1355 "2015-05-02 16:44:44.0" 581016 2604366 0 "" 1299 34 "{598:'Для автомобилей', 5:'Запчасти'}"
"1333" 1356 "2015-05-10 17:57:01.0" 732444 1080876 0 "" 576 50 "{44:'Инструменты'}"
"1334" 1357 "2015-05-14 06:34:07.0" 619769 4289996 0 "" 1729 47 "{127:'Детские коляски'}"
"1335" 1358 "2015-04-25 12:17:18.0" 411994 613633 0 "" 3960 34 "{709:'Шины', 731:'225', 733:'16', 732:'70', 5:'Шины, диски и колёса', 734:'Зимние шипованные'}"
"1336" 1359 "2015-05-13 11:57:45.0" 1582332 2350036 0 "" 992 27 "{486:'Плиты', 48:'Для кухни'}"
"1337" 1360 "2015-05-01 22:42:05.0" 1181912 1623369 0 "" 565 38 "{45:'Кровати, диваны и кресла'}"
"1338" 1361 "2015-05-11 16:13:12.0" 7743 948802 0 "" 3939 38 "{45:'Кухонные гарнитуры'}"
"1339" 1362 "2015-05-06 05:44:36.0" 2158409 1128128 0 "" 971 41 "{143:'Samsung'}"
"1340" 1363 "2015-05-02 18:13:48.0" 3840 4210388 0 "" 3960 47 "{127:'Детские коляски'}"
"1341" 1364 "2015-04-28 13:07:15.0" 52891 1451546 0 "плита электрическая" 3953 1 ""
"1342" 1365 "2015-05-19 07:33:34.0" 234191 4074220 0 "" 1504 47 "{127:'Детские коляски'}"
"1343" 1366 "2015-05-18 17:43:06.0" 9333 868574 1 "brevi" 3953 0 ""
"1344" 1368 "2015-05-05 13:24:19.0" 2151908 2345444 0 "" 3953 22 "{83:'Обувь', 175:'Женская одежда', 88:'37'}"
"1345" 1369 "2015-05-02 03:54:39.0" 876236 3304874 0 "" 3022 26 "{132:'Телевизоры и проекторы'}"
"1346" 1370 "2015-05-05 11:16:28.0" 1580500 589432 1 "" 3960 26 ""
"1347" 1371 "2015-05-16 09:44:17.0" 1153297 3142440 0 "" 1002 41 "{143:'Sony'}"
"1348" 1372 "2015-05-03 17:08:59.0" 2149465 4170593 0 "" 4145 25 ""
"1349" 1373 "2015-04-28 20:04:50.0" 1521571 3084192 1 "" 3960 2 ""
"1350" 1374 "2015-04-27 00:31:31.0" 216414 870094 1 "" 3939 60 "{178:'Для мальчиков'}"
"1351" 1375 "2015-05-12 23:55:42.0" 1250354 1990202 1 "" 1294 34 ""
"1352" 1376 "2015-05-11 20:13:18.0" 228569 745371 1 "" 2840 38 "{45:'Кровати, диваны и кресла'}"
"1353" 1377 "2015-05-18 18:28:14.0" 2121179 2127970 0 "" 913 47 "{127:'Велосипеды и самокаты'}"
"1354" 1378 "2015-05-05 12:46:12.0" 1010080 4208852 0 "" 1261 46 ""
"1355" 1379 "2015-05-15 09:26:48.0" 1697153 303824 0 "женская" 3960 34 "{5:'Экипировка'}"
"1356" 1380 "2015-05-12 21:20:58.0" 450316 1543917 0 "мох" 3771 0 ""
"1357" 1381 "2015-05-05 14:43:53.0" 1512477 1026018 0 "" 3939 12 ""
"1358" 1382 "2015-04-29 17:50:05.0" 1945899 2076521 0 "" 3335 34 "{598:'Для автомобилей', 5:'Запчасти', 817:'Трансмиссия и привод'}"
"1359" 1383 "2015-05-16 11:26:43.0" 1853414 1666295 0 "" 926 29 ""
"1360" 1384 "2015-04-27 15:25:45.0" 1490577 3921206 0 "" 2885 44 ""
"1361" 1385 "2015-05-12 12:23:09.0" 2137712 2127739 0 "" 3771 22 ""
"1362" 1386 "2015-05-03 11:45:22.0" 354135 1593934 0 "" 3335 5 "{165:'Фитнес и тренажёры'}"
"1363" 1387 "2015-04-30 08:57:35.0" 482156 2559232 1 "" 1653 22 "{83:'Обувь', 175:'Женская одежда', 88:'39'}"
"1364" 1388 "2015-05-07 15:53:57.0" 1759482 528498 0 "" 361 1 ""
"1365" 1389 "2015-04-28 10:00:18.0" 1011464 4317518 1 "" 2164 12 ""
"1366" 1390 "2015-05-12 21:05:08.0" 505767 1413186 0 "отдам" 3953 0 ""
"1367" 1391 "2015-05-06 01:25:14.0" 1975063 250452 1 "" 3953 22 "{83:'Верхняя одежда', 175:'Женская одежда', 86:'40–42 (XS)'}"
"1368" 1392 "2015-05-05 15:08:34.0" 844364 2265239 1 "" 4005 60 ""
"1369" 1393 "2015-04-25 11:28:54.0" 580243 1883289 0 "топор" 3953 50 ""
"1370" 1394 "2015-05-14 15:58:42.0" 929663 1606254 0 "" 1461 46 ""
"1371" 1395 "2015-05-12 09:18:25.0" 2149092 2277280 0 "" 3960 44 ""
"1372" 1396 "2015-05-13 21:07:20.0" 2200730 472389 0 "" 900 53 "{181:'Для магазина'}"
"1373" 1397 "2015-05-17 10:44:31.0" 1383310 1907064 0 "" 926 38 "{45:'Шкафы и комоды'}"
"1374" 1398 "2015-04-27 16:03:45.0" 1069449 1236190 0 "" 1967 57 "{130:'Средства для волос'}"
"1375" 1399 "2015-05-04 22:52:56.0" 969440 2161527 0 "" 361 41 ""
"1376" 1400 "2015-04-26 17:26:13.0" 1107018 2036121 1 "" 1729 60 ""
"1377" 1401 "2015-05-10 19:52:56.0" 1478642 4263039 0 "интим" 2885 0 ""
"1378" 1402 "2015-05-03 20:27:13.0" 492859 568968 0 "" 4306 38 ""
"1379" 1403 "2015-05-05 00:28:58.0" 604935 596730 1 "бесплатно" 2230 27 ""
"1380" 1404 "2015-05-12 20:41:01.0" 380338 1470115 1 "" 3953 38 "{45:'Другое'}"
